timestamp,PM₁₀ level  (µg/m³),NO₂ level  (µg/m³),NO level  (µg/m³),NOx level  (µg/m³),StationName,PostCodes
20-03-2020 22:00,9.7,14.84349,2.32543,18.4091,TRAF,M32 9HR
20-03-2020 23:00,10.6,14.12168,2.29172,17.6356,TRAF,M32 9HR
21-03-2020 00:00,13.5,11.1327,1.71879,13.76815,TRAF,M32 9HR
21-03-2020 01:00,9.7,10.03929,1.39374,12.17634,TRAF,M32 9HR
21-03-2020 02:00,8.7,6.80632,1.30382,8.80549,TRAF,M32 9HR
21-03-2020 03:00,15.5,6.75544,1.07903,8.40993,TRAF,M32 9HR
21-03-2020 04:00,8.7,5.92896,1.3825,8.04877,TRAF,M32 9HR
21-03-2020 05:00,10.6,5.30928,1.5511,7.6876,TRAF,M32 9HR
21-03-2020 06:00,10.6,6.80563,1.51738,9.13225,TRAF,M32 9HR
21-03-2020 07:00,14.5,4.69231,0.87671,6.03657,TRAF,M32 9HR
21-03-2020 08:00,17.4,5.4142,1.01159,6.96528,TRAF,M32 9HR
21-03-2020 09:00,10.6,6.18769,1.14647,7.94558,TRAF,M32 9HR
21-03-2020 10:00,14.5,5.92885,1.41622,8.10036,TRAF,M32 9HR
21-03-2020 11:00,13.5,6.5455,2.19177,9.90617,TRAF,M32 9HR
21-03-2020 12:00,10.6,5.92744,1.85458,8.77109,TRAF,M32 9HR
21-03-2020 13:00,10.6,5.30723,2.19177,8.6679,TRAF,M32 9HR
21-03-2020 14:00,10.6,5.41128,1.92202,8.35833,TRAF,M32 9HR
21-03-2020 15:00,11.6,5.82469,1.7197,8.46152,TRAF,M32 9HR
21-03-2020 16:00,11.6,6.75404,1.51738,9.08066,TRAF,M32 9HR
21-03-2020 17:00,15.5,7.16701,1.44994,9.39023,TRAF,M32 9HR
21-03-2020 18:00,16.4,7.94072,1.51738,10.26734,TRAF,M32 9HR
21-03-2020 19:00,14.5,10.46972,1.24763,12.38272,TRAF,M32 9HR
21-03-2020 20:00,13.5,10.72596,1.78714,13.4662,TRAF,M32 9HR
21-03-2020 21:00,11.6,10.93364,1.3825,13.05345,TRAF,M32 9HR
21-03-2020 22:00,16.4,10.9345,1.11275,12.64069,TRAF,M32 9HR
21-03-2020 23:00,10.6,11.03747,1.18019,12.84707,TRAF,M32 9HR
22-03-2020 00:00,12.6,13.09867,1.98946,16.14913,TRAF,M32 9HR
22-03-2020 01:00,16.4,15.20267,2.83394,19.54798,TRAF,M32 9HR
22-03-2020 02:00,17.4,20.58475,4.08222,26.84406,TRAF,M32 9HR
22-03-2020 03:00,10.6,17.22518,5.36424,25.45024,TRAF,M32 9HR
22-03-2020 04:00,16.4,17.52863,7.35474,28.80574,TRAF,M32 9HR
22-03-2020 05:00,11.6,21.85964,9.04161,35.72325,TRAF,M32 9HR
22-03-2020 06:00,16.4,21.24049,8.9404,34.94891,TRAF,M32 9HR
22-03-2020 07:00,14.5,23.30883,7.8608,35.36189,TRAF,M32 9HR
22-03-2020 08:00,10.6,19.94777,9.61515,34.69079,TRAF,M32 9HR
22-03-2020 09:00,14.5,12.73759,4.21717,19.20383,TRAF,M32 9HR
22-03-2020 10:00,10.6,7.63127,2.83394,11.97658,TRAF,M32 9HR
22-03-2020 11:00,11.6,7.11483,2.90141,11.5636,TRAF,M32 9HR
22-03-2020 12:00,15.5,6.03234,2.39535,9.70516,TRAF,M32 9HR
22-03-2020 13:00,12.6,7.21743,3.10384,11.97658,TRAF,M32 9HR
22-03-2020 14:00,10.6,7.83638,3.27252,12.85418,TRAF,M32 9HR
22-03-2020 15:00,11.6,7.7855,3.03636,12.44119,TRAF,M32 9HR
22-03-2020 16:00,12.6,8.19646,3.67737,13.83502,TRAF,M32 9HR
22-03-2020 17:00,16.4,9.43926,2.46283,13.21554,TRAF,M32 9HR
22-03-2020 18:00,17.4,11.40019,2.69899,15.53858,TRAF,M32 9HR
22-03-2020 19:00,16.4,15.9937,3.00262,20.59766,TRAF,M32 9HR
22-03-2020 20:00,20.3,16.15038,2.42909,19.87493,TRAF,M32 9HR
22-03-2020 21:00,21.3,21.61497,4.79071,28.96062,TRAF,M32 9HR
22-03-2020 22:00,19.3,16.66427,3.17131,21.52687,TRAF,M32 9HR
22-03-2020 23:00,19.3,12.33133,2.09172,15.53858,TRAF,M32 9HR
23-03-2020 00:00,19.3,15.51959,6.00525,24.72751,TRAF,M32 9HR
23-03-2020 01:00,14.5,13.75821,4.99576,21.41826,TRAF,M32 9HR
23-03-2020 02:00,17.4,16.36736,7.51614,27.89194,TRAF,M32 9HR
23-03-2020 03:00,13.5,15.83791,6.14343,25.25771,TRAF,M32 9HR
23-03-2020 04:00,19.3,14.65182,5.53584,23.13998,TRAF,M32 9HR
23-03-2020 05:00,18.4,20.5866,7.18984,31.61087,TRAF,M32 9HR
23-03-2020 06:00,24.2,29.2154,6.2447,38.79046,TRAF,M32 9HR
23-03-2020 07:00,25.1,32.05382,7.02106,42.8193,TRAF,M32 9HR
23-03-2020 08:00,24.2,34.78704,8.40502,47.67456,TRAF,M32 9HR
23-03-2020 09:00,21.3,32.25737,7.99996,44.52381,TRAF,M32 9HR
23-03-2020 10:00,15.5,18.11343,5.23204,26.13579,TRAF,M32 9HR
23-03-2020 11:00,18.4,13.82634,5.23204,21.84869,TRAF,M32 9HR
23-03-2020 12:00,16.4,13.56439,6.41347,23.39824,TRAF,M32 9HR
23-03-2020 13:00,16.4,14.49338,6.64976,24.68954,TRAF,M32 9HR
23-03-2020 14:00,18.4,13.92753,5.90715,22.98503,TRAF,M32 9HR
23-03-2020 15:00,16.4,14.13583,5.36706,22.36521,TRAF,M32 9HR
23-03-2020 16:00,18.4,15.89167,5.46833,24.27632,TRAF,M32 9HR
23-03-2020 17:00,17.4,16.92376,5.77212,25.77422,TRAF,M32 9HR
23-03-2020 18:00,18.4,21.46848,5.97466,30.62949,TRAF,M32 9HR
23-03-2020 19:00,27.1,42.11853,9.38392,56.50701,TRAF,M32 9HR
23-03-2020 20:00,23.2,39.43844,7.52739,50.98028,TRAF,M32 9HR
23-03-2020 21:00,29,37.65846,15.15605,60.89741,TRAF,M32 9HR
23-03-2020 22:00,28,41.32595,15.08854,64.46138,TRAF,M32 9HR
23-03-2020 23:00,21.3,24.30511,7.32486,35.5364,TRAF,M32 9HR
24-03-2020 00:00,21.3,26.16636,6.75102,36.51779,TRAF,M32 9HR
24-03-2020 01:00,21.3,26.58037,5.7639,35.41823,TRAF,M32 9HR
24-03-2020 02:00,21.3,19.30544,7.46381,30.74978,TRAF,M32 9HR
24-03-2020 03:00,19.3,19.25917,5.70762,28.01072,TRAF,M32 9HR
24-03-2020 04:00,21.3,17.55351,5.77516,26.40863,TRAF,M32 9HR
24-03-2020 05:00,17.4,18.37269,8.27435,31.05986,TRAF,M32 9HR
24-03-2020 06:00,17.4,19.93132,5.6063,28.52753,TRAF,M32 9HR
24-03-2020 07:00,24.2,26.75302,5.64007,35.401,TRAF,M32 9HR
24-03-2020 08:00,30,29.9547,6.45062,39.84551,TRAF,M32 9HR
24-03-2020 09:00,29,26.53568,9.0849,40.46567,TRAF,M32 9HR
24-03-2020 10:00,25.1,20.59672,7.70022,32.40355,TRAF,M32 9HR
24-03-2020 11:00,30,16.61993,6.85589,27.13216,TRAF,M32 9HR
24-03-2020 12:00,26.1,14.96835,6.14666,24.3931,TRAF,M32 9HR
24-03-2020 13:00,30,11.19943,4.93084,18.75995,TRAF,M32 9HR
24-03-2020 14:00,28,9.96265,3.78256,15.76249,TRAF,M32 9HR
24-03-2020 15:00,26.1,10.27356,3.51238,15.65913,TRAF,M32 9HR
24-03-2020 16:00,31.9,10.37661,3.6137,15.91753,TRAF,M32 9HR
24-03-2020 17:00,34.8,12.13342,3.71502,17.8297,TRAF,M32 9HR
24-03-2020 18:00,31.9,14.82028,3.88388,20.77548,TRAF,M32 9HR
24-03-2020 19:00,31.9,14.56178,3.91765,20.56876,TRAF,M32 9HR
24-03-2020 20:00,32.9,16.0604,3.95143,22.11917,TRAF,M32 9HR
24-03-2020 21:00,34.8,16.98867,4.59311,24.03134,TRAF,M32 9HR
24-03-2020 22:00,33.8,18.32944,5.53875,26.82207,TRAF,M32 9HR
24-03-2020 23:00,31.9,17.91569,5.64007,26.56367,TRAF,M32 9HR
25-03-2020 00:00,31.9,17.08579,6.61948,27.23552,TRAF,M32 9HR
25-03-2020 01:00,30,18.65441,9.77676,33.64522,TRAF,M32 9HR
25-03-2020 02:00,30,20.12372,14.0569,41.67733,TRAF,M32 9HR
25-03-2020 03:00,27.1,19.85274,18.14557,47.67556,TRAF,M32 9HR
25-03-2020 04:00,23.2,19.64847,17.3008,46.176,TRAF,M32 9HR
25-03-2020 05:00,24.2,17.43742,13.21214,37.69575,TRAF,M32 9HR
25-03-2020 06:00,19.3,21.87668,15.74644,46.02088,TRAF,M32 9HR
25-03-2020 07:00,22.2,36.08562,19.36203,65.77366,TRAF,M32 9HR
25-03-2020 08:00,23.2,38.52806,15.37474,62.10233,TRAF,M32 9HR
25-03-2020 09:00,15.5,27.26478,12.33358,46.176,TRAF,M32 9HR
25-03-2020 10:00,20.3,21.22275,9.7317,36.14449,TRAF,M32 9HR
25-03-2020 11:00,21.3,17.60888,7.83943,29.62917,TRAF,M32 9HR
25-03-2020 12:00,26.1,12.0307,5.74441,20.83867,TRAF,M32 9HR
25-03-2020 13:00,25.1,9.55196,4.66311,16.70196,TRAF,M32 9HR
25-03-2020 14:00,26.1,8.25975,4.49415,15.15069,TRAF,M32 9HR
25-03-2020 15:00,22.2,8.88386,3.31148,13.96139,TRAF,M32 9HR
25-03-2020 16:00,24.2,10.17555,3.64939,15.7712,TRAF,M32 9HR
25-03-2020 17:00,20.3,11.4142,4.42657,18.20152,TRAF,M32 9HR
25-03-2020 18:00,24.2,16.16227,7.43394,27.56082,TRAF,M32 9HR
25-03-2020 19:00,24.2,26.17961,12.09705,44.72816,TRAF,M32 9HR
25-03-2020 20:00,24.2,43.79106,19.09171,73.06461,TRAF,M32 9HR
25-03-2020 21:00,43.5,60.7856,24.9037,98.97074,TRAF,M32 9HR
25-03-2020 22:00,43.5,67.99885,33.45273,119.29232,TRAF,M32 9HR
25-03-2020 23:00,46.4,63.78287,25.51193,102.90061,TRAF,M32 9HR
26-03-2020 00:00,39.6,52.76395,27.13388,94.36865,TRAF,M32 9HR
26-03-2020 01:00,35.7,46.41787,25.60422,85.67714,TRAF,M32 9HR
26-03-2020 02:00,26.1,32.56009,22.98971,67.81049,TRAF,M32 9HR
26-03-2020 03:00,30,31.59362,23.22637,67.20688,TRAF,M32 9HR
26-03-2020 04:00,26.1,32.68599,21.26548,65.2926,TRAF,M32 9HR
26-03-2020 05:00,35.7,42.05137,20.96121,74.19143,TRAF,M32 9HR
26-03-2020 06:00,35.7,37.2263,25.45772,76.26093,TRAF,M32 9HR
26-03-2020 07:00,30,44.22009,39.62344,104.97519,TRAF,M32 9HR
26-03-2020 08:00,46.4,45.52359,53.51869,127.58443,TRAF,M32 9HR
26-03-2020 09:00,54.1,50.67826,59.87467,142.4848,TRAF,M32 9HR
26-03-2020 10:00,47.3,47.00335,25.89723,86.71188,TRAF,M32 9HR
26-03-2020 11:00,30.9,34.93037,14.70665,57.48025,TRAF,M32 9HR
26-03-2020 12:00,23.2,26.82392,9.2635,41.02776,TRAF,M32 9HR
26-03-2020 13:00,18.4,21.39687,7.47166,32.85325,TRAF,M32 9HR
26-03-2020 14:00,9.7,13.07425,5.10507,20.90191,TRAF,M32 9HR
26-03-2020 15:00,15.5,15.19761,4.39509,21.93666,TRAF,M32 9HR
26-03-2020 16:00,22.2,18.66513,4.0232,24.83395,TRAF,M32 9HR
26-03-2020 17:00,24.2,20.27021,3.6175,25.81696,TRAF,M32 9HR
26-03-2020 18:00,40.6,28.90894,4.09082,35.18143,TRAF,M32 9HR
26-03-2020 19:00,38.6,33.86954,6.15313,43.3042,TRAF,M32 9HR
26-03-2020 20:00,39.6,30.66436,5.30792,38.80305,TRAF,M32 9HR
26-03-2020 21:00,40.6,42.80987,9.56778,57.48025,TRAF,M32 9HR
26-03-2020 22:00,39.6,37.01923,8.24925,49.6679,TRAF,M32 9HR
26-03-2020 23:00,45.4,25.48048,8.68876,38.80305,TRAF,M32 9HR
27-03-2020 00:00,36.7,25.78644,10.17633,41.38992,TRAF,M32 9HR
27-03-2020 01:00,45.4,21.86159,6.13381,31.26663,TRAF,M32 9HR
27-03-2020 02:00,41.5,25.12142,12.44803,44.20812,TRAF,M32 9HR
27-03-2020 03:00,47.3,37.9028,14.07168,59.47908,TRAF,M32 9HR
27-03-2020 04:00,45.4,26.73537,9.33602,41.0504,TRAF,M32 9HR
27-03-2020 05:00,36.7,23.11506,8.21976,35.71851,TRAF,M32 9HR
27-03-2020 06:00,44.4,25.60613,6.08871,34.94202,TRAF,M32 9HR
27-03-2020 07:00,45.4,36.62467,8.6595,49.90238,TRAF,M32 9HR
27-03-2020 08:00,36.7,24.05605,5.10775,31.88783,TRAF,M32 9HR
27-03-2020 09:00,45.4,22.80867,6.79906,33.23374,TRAF,M32 9HR
27-03-2020 10:00,29,18.6757,3.99149,24.79589,TRAF,M32 9HR
27-03-2020 11:00,30,13.29644,2.50314,17.13453,TRAF,M32 9HR
27-03-2020 12:00,28,17.22695,3.7547,22.98408,TRAF,M32 9HR
27-03-2020 13:00,30,22.19198,5.27688,30.28308,TRAF,M32 9HR
27-03-2020 14:00,27.1,16.50363,3.28114,21.53464,TRAF,M32 9HR
27-03-2020 15:00,28,14.38223,2.94288,18.89457,TRAF,M32 9HR
27-03-2020 16:00,24.2,13.55477,2.67227,17.65219,TRAF,M32 9HR
27-03-2020 17:00,21.3,13.86607,2.43548,17.60042,TRAF,M32 9HR
27-03-2020 18:00,26.1,16.45517,2.16487,19.77459,TRAF,M32 9HR
27-03-2020 19:00,27.1,20.12875,2.77374,24.38176,TRAF,M32 9HR
27-03-2020 20:00,32.9,21.78155,4.02531,27.95361,TRAF,M32 9HR
27-03-2020 21:00,27.1,25.40237,4.97245,33.02668,TRAF,M32 9HR
27-03-2020 22:00,30,25.96919,5.85193,34.94202,TRAF,M32 9HR
27-03-2020 23:00,30,23.37939,6.35932,33.13021,TRAF,M32 9HR
28-03-2020 00:00,34.8,19.29309,5.27688,27.38419,TRAF,M32 9HR
28-03-2020 01:00,39.6,17.45924,4.37715,24.17077,TRAF,M32 9HR
28-03-2020 02:00,27.1,12.21547,2.75264,16.43612,TRAF,M32 9HR
28-03-2020 03:00,11.6,10.81715,2.70751,14.96861,TRAF,M32 9HR
28-03-2020 04:00,10.6,8.02262,1.89526,10.92864,TRAF,M32 9HR
28-03-2020 05:00,7.7,7.55607,2.03063,10.66967,TRAF,M32 9HR
28-03-2020 06:00,4.8,9.41722,3.21517,14.34708,TRAF,M32 9HR
28-03-2020 07:00,7.7,12.31524,4.06127,18.54243,TRAF,M32 9HR
28-03-2020 08:00,8.7,9.31511,2.70751,13.46657,TRAF,M32 9HR
28-03-2020 09:00,8.7,8.64366,2.06448,11.80915,TRAF,M32 9HR
28-03-2020 10:00,7.7,8.90174,2.36907,12.53427,TRAF,M32 9HR
28-03-2020 11:00,13.5,7.76177,2.53829,11.65376,TRAF,M32 9HR
28-03-2020 12:00,9.7,7.60648,2.50445,11.44659,TRAF,M32 9HR
28-03-2020 13:00,7.7,7.70958,2.67367,11.80915,TRAF,M32 9HR
28-03-2020 14:00,14.5,8.74616,2.43676,12.48247,TRAF,M32 9HR
28-03-2020 15:00,13.5,6.77747,2.60598,10.77326,TRAF,M32 9HR
28-03-2020 16:00,11.6,8.53849,2.60598,12.53427,TRAF,M32 9HR
28-03-2020 17:00,9.7,7.19193,2.57214,11.13582,TRAF,M32 9HR
28-03-2020 18:00,15.5,8.3321,2.33523,11.91274,TRAF,M32 9HR
28-03-2020 19:00,16.4,8.17741,2.09832,11.39479,TRAF,M32 9HR
28-03-2020 20:00,11.6,9.52406,2.09832,12.74145,TRAF,M32 9HR
28-03-2020 21:00,14.5,9.62696,2.33523,13.2076,TRAF,M32 9HR
28-03-2020 22:00,10.6,9.98943,2.36907,13.62195,TRAF,M32 9HR
28-03-2020 23:00,11.6,9.05693,2.43676,12.79324,TRAF,M32 9HR
29-03-2020 00:00,10.6,7.1942,1.79373,9.94455,TRAF,M32 9HR
29-03-2020 01:00,14.5,6.69855,1.35447,8.77537,TRAF,M32 9HR
29-03-2020 02:00,16.4,6.11142,1.28674,8.0844,TRAF,M32 9HR
29-03-2020 03:00,9.7,6.52581,1.35447,8.60263,TRAF,M32 9HR
29-03-2020 04:00,7.7,5.43898,0.84654,6.737,TRAF,M32 9HR
29-03-2020 05:00,17.4,6.73427,0.94813,8.18804,TRAF,M32 9HR
29-03-2020 06:00,10.6,6.42353,0.8804,7.77346,TRAF,M32 9HR
29-03-2020 07:00,8.7,6.42353,0.8804,7.77346,TRAF,M32 9HR
29-03-2020 08:00,8.7,5.07671,0.67723,6.11512,TRAF,M32 9HR
29-03-2020 09:00,10.6,5.23179,0.81268,6.47788,TRAF,M32 9HR
29-03-2020 10:00,8.7,4.55721,1.11744,6.27059,TRAF,M32 9HR
29-03-2020 11:00,7.7,4.86737,1.38833,6.99611,TRAF,M32 9HR
29-03-2020 12:00,6.8,5.43606,1.86239,8.29169,TRAF,M32 9HR
29-03-2020 13:00,10.6,5.22809,2.09942,8.44716,TRAF,M32 9HR
29-03-2020 14:00,10.6,6.36751,2.33646,9.95003,TRAF,M32 9HR
29-03-2020 15:00,9.7,6.52269,2.43804,10.26096,TRAF,M32 9HR
29-03-2020 16:00,8.7,6.83324,2.57349,10.77919,TRAF,M32 9HR
29-03-2020 17:00,8.7,6.57461,2.40418,10.26096,TRAF,M32 9HR
29-03-2020 18:00,8.7,9.16527,2.57349,13.11123,TRAF,M32 9HR
29-03-2020 19:00,7.7,11.02749,3.75865,16.79067,TRAF,M32 9HR
29-03-2020 20:00,11.6,13.87445,4.90994,21.40292,TRAF,M32 9HR
29-03-2020 21:00,10.6,22.78256,6.8062,33.21858,TRAF,M32 9HR
29-03-2020 22:00,16.4,25.52528,8.16066,38.03812,TRAF,M32 9HR
29-03-2020 23:00,16.4,24.12508,8.49928,37.15713,TRAF,M32 9HR
30-03-2020 00:00,12.6,19.97924,8.49928,33.01129,TRAF,M32 9HR
30-03-2020 01:00,11.6,17.05582,7.27279,28.20727,TRAF,M32 9HR
30-03-2020 02:00,13.5,17.40022,7.72451,29.24431,TRAF,M32 9HR
30-03-2020 03:00,9.7,16.26006,7.52124,27.79246,TRAF,M32 9HR
30-03-2020 04:00,14.5,19.73489,7.2502,30.8517,TRAF,M32 9HR
30-03-2020 05:00,16.4,26.16401,7.4196,37.54056,TRAF,M32 9HR
30-03-2020 06:00,14.5,33.36551,9.48624,47.91088,TRAF,M32 9HR
30-03-2020 07:00,19.3,47.79952,20.97137,79.95517,TRAF,M32 9HR
30-03-2020 08:00,21.3,48.71535,27.13743,90.32549,TRAF,M32 9HR
30-03-2020 09:00,8.7,28.78681,15.04247,51.8516,TRAF,M32 9HR
30-03-2020 10:00,6.8,14.0341,6.23382,23.59248,TRAF,M32 9HR
30-03-2020 11:00,7.7,14.08797,5.52235,22.55545,TRAF,M32 9HR
30-03-2020 12:00,9.7,14.03362,6.40321,23.85174,TRAF,M32 9HR
30-03-2020 13:00,9.7,12.11789,5.42071,20.42953,TRAF,M32 9HR
30-03-2020 14:00,11.6,12.89384,6.06442,22.19249,TRAF,M32 9HR
30-03-2020 15:00,15.5,15.07074,6.36933,24.83692,TRAF,M32 9HR
30-03-2020 16:00,12.6,13.10442,4.9464,20.68879,TRAF,M32 9HR
30-03-2020 17:00,9.7,12.43121,4.64148,19.54806,TRAF,M32 9HR
30-03-2020 18:00,6.8,12.17186,4.67536,19.34065,TRAF,M32 9HR
30-03-2020 19:00,6.8,10.61871,3.82838,16.48881,TRAF,M32 9HR
30-03-2020 20:00,5.8,12.11953,4.84476,19.54806,TRAF,M32 9HR
30-03-2020 21:00,6.8,18.53701,9.11357,32.51096,TRAF,M32 9HR
30-03-2020 22:00,8.7,17.60551,8.46986,30.59245,TRAF,M32 9HR
30-03-2020 23:00,11.6,16.05256,7.55511,27.6369,TRAF,M32 9HR
31-03-2020 00:00,9.7,13.4088,7.31796,24.62951,TRAF,M32 9HR
31-03-2020 01:00,12.6,17.56384,8.13533,30.03784,TRAF,M32 9HR
31-03-2020 02:00,9.7,15.71131,8.71158,29.06888,TRAF,M32 9HR
31-03-2020 03:00,9.7,13.99991,7.89805,26.11008,TRAF,M32 9HR
31-03-2020 04:00,5.8,15.75805,11.35556,33.16966,TRAF,M32 9HR
31-03-2020 05:00,6.8,11.50896,7.55908,23.09937,TRAF,M32 9HR
31-03-2020 06:00,4.8,17.3702,9.83019,32.44294,TRAF,M32 9HR
31-03-2020 07:00,5.8,22.25074,9.25393,36.43991,TRAF,M32 9HR
31-03-2020 08:00,3.9,22.82393,8.13533,35.29792,TRAF,M32 9HR
31-03-2020 09:00,1,13.53717,5.62694,22.16502,TRAF,M32 9HR
31-03-2020 10:00,1.9,12.81144,5.11848,20.65967,TRAF,M32 9HR
31-03-2020 11:00,2.9,10.32135,4.33884,16.97415,TRAF,M32 9HR
31-03-2020 12:00,7.7,8.29777,3.89818,14.27489,TRAF,M32 9HR
31-03-2020 13:00,5.8,11.5653,5.28796,19.6734,TRAF,M32 9HR
31-03-2020 14:00,3.9,13.22327,6.88113,23.77419,TRAF,M32 9HR
31-03-2020 15:00,1.9,8.39927,5.08458,16.19552,TRAF,M32 9HR
31-03-2020 16:00,5.8,11.24915,7.69466,23.04747,TRAF,M32 9HR
31-03-2020 17:00,11.6,14.88348,7.32179,26.11008,TRAF,M32 9HR
31-03-2020 18:00,8.7,17.94723,6.74554,28.29025,TRAF,M32 9HR
31-03-2020 19:00,11.6,20.48784,8.23702,33.11776,TRAF,M32 9HR
31-03-2020 20:00,10.6,17.99662,8.03364,30.31468,TRAF,M32 9HR
31-03-2020 21:00,10.6,19.70576,9.99967,35.03838,TRAF,M32 9HR
31-03-2020 22:00,9.7,17.88352,12.77924,37.47809,TRAF,M32 9HR
31-03-2020 23:00,13.5,16.68962,12.77924,36.28419,TRAF,M32 9HR
