timestamp,NO₂ level  (µg/m³),NO level  (µg/m³),NOx level  (µg/m³),PM₁₀ level  (µg/m³),StationName,PostCodes
20-02-2020 03:00,0.65535,0.29453,1.10696,-1,STK5,SK7 4BA
20-02-2020 04:00,0.87675,0.29453,1.32835,1,STK5,SK7 4BA
20-02-2020 05:00,0.43396,0.29453,0.88556,2.9,STK5,SK7 4BA
20-02-2020 06:00,1.04169,0.33134,1.54974,3.9,STK5,SK7 4BA
20-02-2020 07:00,3.02428,0.66269,4.04039,4.8,STK5,SK7 4BA
20-02-2020 08:00,5.56697,0.77313,6.75243,4.8,STK5,SK7 4BA
20-02-2020 09:00,9.04948,0.9204,10.46073,6.8,STK5,SK7 4BA
20-02-2020 10:00,27.36724,2.8471,31.73273,6.8,STK5,SK7 4BA
20-02-2020 11:00,null,null,null,5.8,STK5,SK7 4BA
20-02-2020 12:00,9.73372,2.09851,12.95138,5.8,STK5,SK7 4BA
20-02-2020 13:00,12.58534,2.98209,17.15781,8.7,STK5,SK7 4BA
20-02-2020 14:00,14.2901,3.35025,19.42707,11.6,STK5,SK7 4BA
20-02-2020 15:00,8.75532,3.35025,13.89229,10.6,STK5,SK7 4BA
20-02-2020 16:00,10.5496,2.57711,14.50112,10.6,STK5,SK7 4BA
20-02-2020 17:00,17.90424,2.79801,22.19446,13.5,STK5,SK7 4BA
20-02-2020 18:00,15.65483,2.13532,18.92894,11.6,STK5,SK7 4BA
20-02-2020 19:00,16.83698,1.47264,19.09499,15.5,STK5,SK7 4BA
20-02-2020 20:00,16.62551,1.14129,18.37546,13.5,STK5,SK7 4BA
20-02-2020 21:00,15.85505,0.99403,17.37921,17.4,STK5,SK7 4BA
20-02-2020 22:00,9.94276,0.66269,10.95886,16.4,STK5,SK7 4BA
20-02-2020 23:00,12.09691,0.80995,13.33882,12.6,STK5,SK7 4BA
21-02-2020 00:00,10.27705,0.58906,11.18025,18.4,STK5,SK7 4BA
21-02-2020 01:00,10.07512,0.36865,10.64038,12.6,STK5,SK7 4BA
21-02-2020 02:00,12.8217,1.17969,14.63052,18.4,STK5,SK7 4BA
21-02-2020 03:00,5.42771,0.1106,5.59728,13.5,STK5,SK7 4BA
21-02-2020 04:00,2.32758,0,2.32758,13.5,STK5,SK7 4BA
21-02-2020 05:00,3.10234,0.03687,3.15886,14.5,STK5,SK7 4BA
21-02-2020 06:00,3.59446,0.25806,3.99014,12.6,STK5,SK7 4BA
21-02-2020 07:00,5.64163,0.36865,6.20689,18.4,STK5,SK7 4BA
21-02-2020 08:00,7.63227,0.51611,8.42363,16.4,STK5,SK7 4BA
21-02-2020 09:00,9.83573,0.9585,11.3054,14.5,STK5,SK7 4BA
21-02-2020 10:00,11.88179,1.10596,13.57757,14.5,STK5,SK7 4BA
21-02-2020 11:00,10.21813,1.14282,11.97043,13.5,STK5,SK7 4BA
21-02-2020 12:00,8.94018,1.25342,10.86205,11.6,STK5,SK7 4BA
21-02-2020 13:00,8.05901,1.06909,9.69826,14.5,STK5,SK7 4BA
21-02-2020 14:00,9.33364,1.06909,10.97289,13.5,STK5,SK7 4BA
21-02-2020 15:00,9.71714,1.21655,11.5825,13.5,STK5,SK7 4BA
21-02-2020 16:00,7.56578,0.88477,8.9224,9.7,STK5,SK7 4BA
21-02-2020 17:00,6.62699,0.77417,7.81403,13.5,STK5,SK7 4BA
21-02-2020 18:00,5.24595,0.62671,6.20689,9.7,STK5,SK7 4BA
21-02-2020 19:00,4.97218,0.51611,5.76354,4.8,STK5,SK7 4BA
21-02-2020 20:00,9.35357,0.40552,9.97536,7.7,STK5,SK7 4BA
21-02-2020 21:00,4.42242,0.36865,4.98768,6.8,STK5,SK7 4BA
21-02-2020 22:00,2.81639,0.33179,3.32512,4.8,STK5,SK7 4BA
21-02-2020 23:00,1.6526,0.33179,2.16133,4.8,STK5,SK7 4BA
22-02-2020 00:00,0.71159,0.29492,1.16379,3.9,STK5,SK7 4BA
22-02-2020 01:00,0.49051,0.29532,0.94332,1,STK5,SK7 4BA
22-02-2020 02:00,0.6026,0.2584,0.99881,3.9,STK5,SK7 4BA
22-02-2020 03:00,1.53703,0.55372,2.38605,4.8,STK5,SK7 4BA
22-02-2020 04:00,1.87552,0.36915,2.44154,3.9,STK5,SK7 4BA
22-02-2020 05:00,2.15297,0.36915,2.71899,1.9,STK5,SK7 4BA
22-02-2020 06:00,1.54259,0.36915,2.1086,1.9,STK5,SK7 4BA
22-02-2020 07:00,3.09963,0.2584,3.49584,8.7,STK5,SK7 4BA
22-02-2020 08:00,9.02811,0.55372,9.87713,9.7,STK5,SK7 4BA
22-02-2020 09:00,6.2503,0.66446,7.26912,10.6,STK5,SK7 4BA
22-02-2020 10:00,10.10454,1.66115,12.65161,11.6,STK5,SK7 4BA
22-02-2020 11:00,8.83273,1.51349,11.15339,10.6,STK5,SK7 4BA
22-02-2020 12:00,7.78844,1.18126,9.59968,16.4,STK5,SK7 4BA
22-02-2020 13:00,6.07382,0.99669,7.60206,13.5,STK5,SK7 4BA
22-02-2020 14:00,9.5075,1.21818,11.37535,11.6,STK5,SK7 4BA
22-02-2020 15:00,9.45757,1.03361,11.04241,15.5,STK5,SK7 4BA
22-02-2020 16:00,8.40216,1.07052,10.0436,7.7,STK5,SK7 4BA
22-02-2020 17:00,6.63873,0.66446,7.65755,19.3,STK5,SK7 4BA
22-02-2020 18:00,7.74296,0.84903,9.04479,9.7,STK5,SK7 4BA
22-02-2020 19:00,7.6342,0.7752,8.82283,5.8,STK5,SK7 4BA
22-02-2020 20:00,16.95088,0.95978,18.42251,9.7,STK5,SK7 4BA
22-02-2020 21:00,16.73225,0.84903,18.03409,9.7,STK5,SK7 4BA
22-02-2020 22:00,6.97611,0.5168,7.76853,15.5,STK5,SK7 4BA
22-02-2020 23:00,6.63984,0.62755,7.60206,4.8,STK5,SK7 4BA
23-02-2020 00:00,8.79948,0.7752,9.98811,6.8,STK5,SK7 4BA
23-02-2020 01:00,2.54238,0.44357,3.2225,4.8,STK5,SK7 4BA
23-02-2020 02:00,1.66011,0.22178,2.00017,5.8,STK5,SK7 4BA
23-02-2020 03:00,null,null,null,4.8,STK5,SK7 4BA
23-02-2020 04:00,null,null,null,2.9,STK5,SK7 4BA
23-02-2020 05:00,null,null,null,1.9,STK5,SK7 4BA
23-02-2020 06:00,null,null,null,3.9,STK5,SK7 4BA
23-02-2020 07:00,17.42307,4.43565,24.22432,5.8,STK5,SK7 4BA
23-02-2020 08:00,29.87671,9.68451,44.72609,5.8,STK5,SK7 4BA
23-02-2020 09:00,16.37244,0.59142,17.27927,4.8,STK5,SK7 4BA
23-02-2020 10:00,11.08304,0.96106,12.55664,6.8,STK5,SK7 4BA
23-02-2020 11:00,6.05692,1.81123,8.8341,6.8,STK5,SK7 4BA
23-02-2020 12:00,6.21914,1.95908,9.22302,5.8,STK5,SK7 4BA
23-02-2020 13:00,5.31342,2.51354,9.16746,5.8,STK5,SK7 4BA
23-02-2020 14:00,4.23125,1.55248,6.61168,16.4,STK5,SK7 4BA
23-02-2020 15:00,7.26697,2.21783,10.66759,19.3,STK5,SK7 4BA
23-02-2020 16:00,15.11996,1.58944,17.55707,18.4,STK5,SK7 4BA
23-02-2020 17:00,10.27728,1.88515,13.16781,16.4,STK5,SK7 4BA
23-02-2020 18:00,11.6808,1.40462,13.83453,22.2,STK5,SK7 4BA
23-02-2020 19:00,14.86003,0.99802,16.39031,23.2,STK5,SK7 4BA
23-02-2020 20:00,29.12872,3.17889,34.00294,20.3,STK5,SK7 4BA
23-02-2020 21:00,27.99545,2.06997,31.16936,22.2,STK5,SK7 4BA
23-02-2020 22:00,19.82361,2.21783,23.22423,21.3,STK5,SK7 4BA
23-02-2020 23:00,17.49231,2.1439,20.77957,19.3,STK5,SK7 4BA
24-02-2020 00:00,14.00848,3.43763,19.27944,15.5,STK5,SK7 4BA
24-02-2020 01:00,7.69125,1.36948,9.79109,12.6,STK5,SK7 4BA
24-02-2020 02:00,4.77756,0.22208,5.11807,10.6,STK5,SK7 4BA
24-02-2020 03:00,1.71784,0.22208,2.05836,5.8,STK5,SK7 4BA
24-02-2020 04:00,3.47561,0.96234,4.95118,3.9,STK5,SK7 4BA
24-02-2020 05:00,4.19321,1.14741,5.95254,5.8,STK5,SK7 4BA
24-02-2020 06:00,6.99788,2.22079,10.40304,2.9,STK5,SK7 4BA
24-02-2020 07:00,8.49949,4.07144,14.74227,1.9,STK5,SK7 4BA
24-02-2020 08:00,7.46424,1.51754,9.79109,2.9,STK5,SK7 4BA
24-02-2020 09:00,10.34921,1.77663,13.07334,4.8,STK5,SK7 4BA
24-02-2020 10:00,7.13494,1.36948,9.23478,5.8,STK5,SK7 4BA
24-02-2020 11:00,7.25293,1.14741,9.01226,4.8,STK5,SK7 4BA
24-02-2020 12:00,9.25341,1.22143,11.12624,5.8,STK5,SK7 4BA
24-02-2020 13:00,9.80636,1.33247,11.84945,6.8,STK5,SK7 4BA
24-02-2020 14:00,5.80876,1.07338,7.45458,5.8,STK5,SK7 4BA
24-02-2020 15:00,12.23507,1.96169,15.24295,6.8,STK5,SK7 4BA
24-02-2020 16:00,9.82947,2.40585,13.51839,13.5,STK5,SK7 4BA
24-02-2020 17:00,10.1065,2.44286,13.85217,15.5,STK5,SK7 4BA
24-02-2020 18:00,9.79178,1.81364,12.57266,11.6,STK5,SK7 4BA
24-02-2020 19:00,10.36379,1.29546,12.35013,11.6,STK5,SK7 4BA
24-02-2020 20:00,8.81172,1.11039,10.5143,11.6,STK5,SK7 4BA
24-02-2020 21:00,7.095,0.8513,8.40031,6.8,STK5,SK7 4BA
24-02-2020 22:00,6.49203,0.5552,7.34332,14.5,STK5,SK7 4BA
24-02-2020 23:00,4.59945,0.59221,5.50749,8.7,STK5,SK7 4BA
25-02-2020 00:00,4.54606,0.51818,5.3406,10.6,STK5,SK7 4BA
25-02-2020 01:00,7.22776,0.44475,7.9097,13.5,STK5,SK7 4BA
25-02-2020 02:00,5.8352,0.44475,6.51714,15.5,STK5,SK7 4BA
25-02-2020 03:00,6.44455,0.55594,7.29697,12.6,STK5,SK7 4BA
25-02-2020 04:00,6.55483,0.593,7.46408,6.8,STK5,SK7 4BA
25-02-2020 05:00,4.16302,0.48181,4.90178,6.8,STK5,SK7 4BA
25-02-2020 06:00,3.55255,0.40769,4.17766,7.7,STK5,SK7 4BA
25-02-2020 07:00,8.99671,0.8895,10.36058,7.7,STK5,SK7 4BA
25-02-2020 08:00,15.05697,1.26012,16.98913,4.8,STK5,SK7 4BA
25-02-2020 09:00,24.54201,4.41042,31.30456,6.8,STK5,SK7 4BA
25-02-2020 10:00,32.13475,13.00889,52.08144,8.7,STK5,SK7 4BA
25-02-2020 11:00,24.50087,7.59779,36.15065,6.8,STK5,SK7 4BA
25-02-2020 12:00,15.69326,4.15099,22.05802,8.7,STK5,SK7 4BA
25-02-2020 13:00,16.72405,3.22443,21.66811,7.7,STK5,SK7 4BA
25-02-2020 14:00,15.69274,2.33493,19.27292,9.7,STK5,SK7 4BA
25-02-2020 15:00,36.17381,21.23674,68.73636,9.7,STK5,SK7 4BA
25-02-2020 16:00,34.79537,18.93887,63.83457,12.6,STK5,SK7 4BA
25-02-2020 17:00,22.85068,5.07755,30.63614,13.5,STK5,SK7 4BA
25-02-2020 18:00,24.00249,2.00137,27.07121,8.7,STK5,SK7 4BA
25-02-2020 19:00,27.24559,1.59368,29.6892,14.5,STK5,SK7 4BA
25-02-2020 20:00,19.90305,1.26012,21.83521,9.7,STK5,SK7 4BA
25-02-2020 21:00,22.57675,1.26012,24.50891,6.8,STK5,SK7 4BA
25-02-2020 22:00,17.69681,6.04117,26.9598,12.6,STK5,SK7 4BA
25-02-2020 23:00,13.11303,1.07481,14.76105,9.7,STK5,SK7 4BA
26-02-2020 00:00,6.16942,0.44475,6.85136,6.8,STK5,SK7 4BA
26-02-2020 01:00,6.50056,0.81646,7.75244,9.7,STK5,SK7 4BA
26-02-2020 02:00,5.33272,0.70512,6.41389,13.5,STK5,SK7 4BA
26-02-2020 03:00,3.89393,0.334,4.40606,17.4,STK5,SK7 4BA
26-02-2020 04:00,4.39702,0.29689,4.85224,10.6,STK5,SK7 4BA
26-02-2020 05:00,3.95083,0.29689,4.40606,10.6,STK5,SK7 4BA
26-02-2020 06:00,8.2069,1.55869,10.59686,6.8,STK5,SK7 4BA
26-02-2020 07:00,18.25353,4.97296,25.87864,9.7,STK5,SK7 4BA
26-02-2020 08:00,33.52699,8.9068,47.1839,9.7,STK5,SK7 4BA
26-02-2020 09:00,45.42915,19.14962,74.7915,10.6,STK5,SK7 4BA
26-02-2020 10:00,42.6311,17.62804,69.66039,12.6,STK5,SK7 4BA
26-02-2020 11:00,24.0294,7.60789,35.69467,10.6,STK5,SK7 4BA
26-02-2020 12:00,23.14341,11.05928,40.10074,9.7,STK5,SK7 4BA
26-02-2020 13:00,12.69207,4.4534,19.52052,10.6,STK5,SK7 4BA
26-02-2020 14:00,10.91412,4.23073,17.40115,16.4,STK5,SK7 4BA
26-02-2020 15:00,26.32582,16.44047,51.53419,16.4,STK5,SK7 4BA
26-02-2020 16:00,10.3402,2.93182,14.8356,16.4,STK5,SK7 4BA
26-02-2020 17:00,13.51587,3.04316,18.18198,18.4,STK5,SK7 4BA
26-02-2020 18:00,19.60905,4.41629,26.3806,19.3,STK5,SK7 4BA
26-02-2020 19:00,35.08868,3.41427,40.32383,13.5,STK5,SK7 4BA
26-02-2020 20:00,34.45446,2.26381,37.92559,15.5,STK5,SK7 4BA
26-02-2020 21:00,25.58883,2.18959,28.94615,22.2,STK5,SK7 4BA
26-02-2020 22:00,10.52299,0.59379,11.43345,15.5,STK5,SK7 4BA
26-02-2020 23:00,5.78568,0.48245,6.52543,10.6,STK5,SK7 4BA
27-02-2020 00:00,4.50743,0.334,5.01956,11.6,STK5,SK7 4BA
27-02-2020 01:00,3.39512,0.37161,3.96491,14.5,STK5,SK7 4BA
27-02-2020 02:00,3.6219,0.26013,4.02075,8.7,STK5,SK7 4BA
27-02-2020 03:00,4.57124,0.26013,4.9701,8.7,STK5,SK7 4BA
27-02-2020 04:00,3.61963,0.33445,4.13244,7.7,STK5,SK7 4BA
27-02-2020 05:00,5.72579,0.8547,7.03632,8.7,STK5,SK7 4BA
27-02-2020 06:00,22.85234,17.87443,50.25941,11.6,STK5,SK7 4BA
27-02-2020 07:00,31.45776,15.86773,55.78794,8.7,STK5,SK7 4BA
27-02-2020 08:00,35.4588,12.8577,55.17366,9.7,STK5,SK7 4BA
27-02-2020 09:00,52.62416,30.43483,99.29025,15.5,STK5,SK7 4BA
27-02-2020 10:00,50.01366,24.48908,87.56306,11.6,STK5,SK7 4BA
27-02-2020 11:00,31.47366,15.34748,55.00613,10.6,STK5,SK7 4BA
27-02-2020 12:00,26.46795,12.8577,46.18281,12.6,STK5,SK7 4BA
27-02-2020 13:00,14.39013,6.05724,23.67777,8.7,STK5,SK7 4BA
27-02-2020 14:00,13.76543,4.5708,20.77389,12.6,STK5,SK7 4BA
27-02-2020 15:00,10.44206,3.67894,16.08301,16.4,STK5,SK7 4BA
27-02-2020 16:00,14.73181,4.01339,20.88558,17.4,STK5,SK7 4BA
27-02-2020 17:00,15.59692,4.94241,23.17517,20.3,STK5,SK7 4BA
27-02-2020 18:00,20.80856,4.34783,27.47514,19.3,STK5,SK7 4BA
27-02-2020 19:00,24.23547,3.67894,29.87643,18.4,STK5,SK7 4BA
27-02-2020 20:00,40.31962,3.64178,45.90359,17.4,STK5,SK7 4BA
27-02-2020 21:00,39.45677,2.63843,43.50231,22.2,STK5,SK7 4BA
27-02-2020 22:00,31.92922,2.26682,35.40496,12.6,STK5,SK7 4BA
27-02-2020 23:00,19.73463,1.11483,21.44401,14.5,STK5,SK7 4BA
28-02-2020 00:00,13.92688,1.11483,15.63626,15.5,STK5,SK7 4BA
28-02-2020 01:00,12.5101,2.30704,16.0475,17.4,STK5,SK7 4BA
28-02-2020 02:00,7.29745,0.89305,8.66677,10.6,STK5,SK7 4BA
28-02-2020 03:00,3.56942,0.29768,4.02586,10.6,STK5,SK7 4BA
28-02-2020 04:00,3.67782,0.40931,4.30543,10.6,STK5,SK7 4BA
28-02-2020 05:00,4.06695,0.48373,4.80866,10.6,STK5,SK7 4BA
28-02-2020 06:00,6.19056,0.52094,6.98933,11.6,STK5,SK7 4BA
28-02-2020 07:00,9.35489,1.26515,11.29476,11.6,STK5,SK7 4BA
28-02-2020 08:00,16.82693,1.93493,19.79378,8.7,STK5,SK7 4BA
28-02-2020 09:00,19.84074,7.59089,31.47994,5.8,STK5,SK7 4BA
28-02-2020 10:00,24.81274,15.03295,47.86294,6.8,STK5,SK7 4BA
28-02-2020 11:00,18.63004,8.78162,32.09501,5.8,STK5,SK7 4BA
28-02-2020 12:00,19.62396,9.19094,33.71653,5.8,STK5,SK7 4BA
28-02-2020 13:00,16.31693,5.8048,25.2175,5.8,STK5,SK7 4BA
28-02-2020 14:00,10.89655,2.04657,14.03458,3.9,STK5,SK7 4BA
28-02-2020 15:00,14.64283,2.04657,17.78086,3.9,STK5,SK7 4BA
28-02-2020 16:00,16.19818,2.38146,19.8497,2.9,STK5,SK7 4BA
28-02-2020 17:00,14.15101,1.67446,16.71848,3.9,STK5,SK7 4BA
28-02-2020 18:00,13.25523,1.71167,15.87976,4.8,STK5,SK7 4BA
28-02-2020 19:00,11.41461,1.56283,13.81092,5.8,STK5,SK7 4BA
28-02-2020 20:00,7.35907,0.707,8.44311,7.7,STK5,SK7 4BA
28-02-2020 21:00,null,null,null,3.9,STK5,SK7 4BA
28-02-2020 22:00,null,null,null,4.8,STK5,SK7 4BA
28-02-2020 23:00,null,null,null,3.9,STK5,SK7 4BA
29-02-2020 00:00,null,null,null,4.8,STK5,SK7 4BA
29-02-2020 01:00,null,null,null,4.8,STK5,SK7 4BA
29-02-2020 02:00,null,null,null,5.8,STK5,SK7 4BA
29-02-2020 03:00,null,null,null,6.8,STK5,SK7 4BA
29-02-2020 04:00,null,null,null,6.8,STK5,SK7 4BA
29-02-2020 05:00,null,null,null,5.8,STK5,SK7 4BA
29-02-2020 06:00,null,null,null,3.9,STK5,SK7 4BA
29-02-2020 07:00,null,null,null,7.7,STK5,SK7 4BA
29-02-2020 08:00,null,null,null,6.8,STK5,SK7 4BA
29-02-2020 09:00,null,null,null,9.7,STK5,SK7 4BA
29-02-2020 10:00,null,null,null,9.7,STK5,SK7 4BA
29-02-2020 11:00,null,null,null,6.8,STK5,SK7 4BA
29-02-2020 12:00,null,null,null,9.7,STK5,SK7 4BA
29-02-2020 13:00,null,null,null,8.7,STK5,SK7 4BA
29-02-2020 14:00,null,null,null,6.8,STK5,SK7 4BA
29-02-2020 15:00,null,null,null,5.8,STK5,SK7 4BA
29-02-2020 16:00,null,null,null,9.7,STK5,SK7 4BA
29-02-2020 17:00,null,null,null,8.7,STK5,SK7 4BA
29-02-2020 18:00,null,null,null,12.6,STK5,SK7 4BA
29-02-2020 19:00,null,null,null,9.7,STK5,SK7 4BA
29-02-2020 20:00,null,null,null,7.7,STK5,SK7 4BA
29-02-2020 21:00,null,null,null,13.5,STK5,SK7 4BA
29-02-2020 22:00,null,null,null,20.3,STK5,SK7 4BA
29-02-2020 23:00,null,null,null,20.3,STK5,SK7 4BA
01-03-2020 00:00,null,null,null,15.5,STK5,SK7 4BA
01-03-2020 01:00,null,null,null,26.1,STK5,SK7 4BA
01-03-2020 02:00,null,null,null,18.4,STK5,SK7 4BA
01-03-2020 03:00,null,null,null,10.6,STK5,SK7 4BA
01-03-2020 04:00,null,null,null,11.6,STK5,SK7 4BA
01-03-2020 05:00,null,null,null,11.6,STK5,SK7 4BA
01-03-2020 06:00,null,null,null,11.6,STK5,SK7 4BA
01-03-2020 07:00,null,null,null,12.6,STK5,SK7 4BA
01-03-2020 08:00,null,null,null,8.7,STK5,SK7 4BA
01-03-2020 09:00,null,null,null,18.4,STK5,SK7 4BA
01-03-2020 10:00,null,null,null,15.5,STK5,SK7 4BA
01-03-2020 11:00,null,null,null,10.6,STK5,SK7 4BA
01-03-2020 12:00,null,null,null,13.5,STK5,SK7 4BA
01-03-2020 13:00,null,null,null,10.6,STK5,SK7 4BA
01-03-2020 14:00,null,null,null,7.7,STK5,SK7 4BA
01-03-2020 15:00,null,null,null,12.6,STK5,SK7 4BA
01-03-2020 16:00,null,null,null,18.4,STK5,SK7 4BA
01-03-2020 17:00,null,null,null,13.5,STK5,SK7 4BA
01-03-2020 18:00,null,null,null,10.6,STK5,SK7 4BA
01-03-2020 19:00,null,null,null,13.5,STK5,SK7 4BA
01-03-2020 20:00,null,null,null,11.6,STK5,SK7 4BA
01-03-2020 21:00,null,null,null,11.6,STK5,SK7 4BA
01-03-2020 22:00,null,null,null,9.7,STK5,SK7 4BA
01-03-2020 23:00,null,null,null,8.7,STK5,SK7 4BA
02-03-2020 00:00,null,null,null,10.6,STK5,SK7 4BA
02-03-2020 01:00,null,null,null,9.7,STK5,SK7 4BA
02-03-2020 02:00,null,null,null,12.6,STK5,SK7 4BA
02-03-2020 03:00,null,null,null,15.5,STK5,SK7 4BA
02-03-2020 04:00,null,null,null,11.6,STK5,SK7 4BA
02-03-2020 05:00,null,null,null,9.7,STK5,SK7 4BA
02-03-2020 06:00,null,null,null,null,STK5,SK7 4BA
02-03-2020 07:00,null,null,null,5.8,STK5,SK7 4BA
02-03-2020 08:00,null,null,null,7.7,STK5,SK7 4BA
02-03-2020 09:00,null,null,null,10.6,STK5,SK7 4BA
02-03-2020 10:00,null,null,null,19.3,STK5,SK7 4BA
02-03-2020 11:00,null,null,null,18.4,STK5,SK7 4BA
02-03-2020 12:00,null,null,null,16.4,STK5,SK7 4BA
02-03-2020 13:00,null,null,null,14.5,STK5,SK7 4BA
02-03-2020 14:00,null,null,null,10.6,STK5,SK7 4BA
02-03-2020 15:00,null,null,null,9.7,STK5,SK7 4BA
02-03-2020 16:00,null,null,null,21.3,STK5,SK7 4BA
02-03-2020 17:00,null,null,null,17.4,STK5,SK7 4BA
02-03-2020 18:00,null,null,null,15.5,STK5,SK7 4BA
02-03-2020 19:00,null,null,null,10.6,STK5,SK7 4BA
02-03-2020 20:00,null,null,null,10.6,STK5,SK7 4BA
02-03-2020 21:00,null,null,null,11.6,STK5,SK7 4BA
02-03-2020 22:00,null,null,null,12.6,STK5,SK7 4BA
02-03-2020 23:00,null,null,null,11.6,STK5,SK7 4BA
03-03-2020 00:00,null,null,null,11.6,STK5,SK7 4BA
03-03-2020 01:00,null,null,null,7.7,STK5,SK7 4BA
03-03-2020 02:00,null,null,null,8.7,STK5,SK7 4BA
03-03-2020 03:00,null,null,null,9.7,STK5,SK7 4BA
03-03-2020 04:00,null,null,null,8.7,STK5,SK7 4BA
03-03-2020 05:00,null,null,null,9.7,STK5,SK7 4BA
03-03-2020 06:00,null,null,null,9.7,STK5,SK7 4BA
03-03-2020 07:00,null,null,null,8.7,STK5,SK7 4BA
03-03-2020 08:00,null,null,null,10.6,STK5,SK7 4BA
03-03-2020 09:00,null,null,null,9.7,STK5,SK7 4BA
03-03-2020 10:00,null,null,null,13.5,STK5,SK7 4BA
03-03-2020 11:00,null,null,null,9.7,STK5,SK7 4BA
03-03-2020 12:00,null,null,null,8.7,STK5,SK7 4BA
03-03-2020 13:00,null,null,null,5.8,STK5,SK7 4BA
03-03-2020 14:00,null,null,null,8.7,STK5,SK7 4BA
03-03-2020 15:00,null,null,null,17.4,STK5,SK7 4BA
03-03-2020 16:00,null,null,null,32.9,STK5,SK7 4BA
03-03-2020 17:00,null,null,null,25.1,STK5,SK7 4BA
03-03-2020 18:00,null,null,null,19.3,STK5,SK7 4BA
03-03-2020 19:00,null,null,null,24.2,STK5,SK7 4BA
03-03-2020 20:00,null,null,null,15.5,STK5,SK7 4BA
03-03-2020 21:00,null,null,null,20.3,STK5,SK7 4BA
03-03-2020 22:00,null,null,null,25.1,STK5,SK7 4BA
03-03-2020 23:00,null,null,null,19.3,STK5,SK7 4BA
04-03-2020 00:00,null,null,null,20.3,STK5,SK7 4BA
04-03-2020 01:00,null,null,null,16.4,STK5,SK7 4BA
04-03-2020 02:00,null,null,null,14.5,STK5,SK7 4BA
04-03-2020 03:00,null,null,null,12.6,STK5,SK7 4BA
04-03-2020 04:00,null,null,null,14.5,STK5,SK7 4BA
04-03-2020 05:00,null,null,null,18.4,STK5,SK7 4BA
04-03-2020 06:00,null,null,null,16.4,STK5,SK7 4BA
04-03-2020 07:00,null,null,null,21.3,STK5,SK7 4BA
04-03-2020 08:00,null,null,null,31.9,STK5,SK7 4BA
04-03-2020 09:00,null,null,null,28,STK5,SK7 4BA
04-03-2020 10:00,null,null,null,29,STK5,SK7 4BA
04-03-2020 11:00,null,null,null,50.2,STK5,SK7 4BA
04-03-2020 12:00,null,null,null,42.5,STK5,SK7 4BA
04-03-2020 13:00,null,null,null,28,STK5,SK7 4BA
04-03-2020 14:00,null,null,null,24.2,STK5,SK7 4BA
04-03-2020 15:00,null,null,null,23.2,STK5,SK7 4BA
04-03-2020 16:00,null,null,null,null,STK5,SK7 4BA
04-03-2020 17:00,18.40849,1.53573,20.76324,11.6,STK5,SK7 4BA
04-03-2020 18:00,28.74102,2.20995,32.12956,14.5,STK5,SK7 4BA
04-03-2020 19:00,33.77845,3.07145,38.48795,16.4,STK5,SK7 4BA
04-03-2020 20:00,41.78806,6.06799,51.09219,30,STK5,SK7 4BA
04-03-2020 21:00,63.21709,48.01955,136.84604,32.9,STK5,SK7 4BA
04-03-2020 22:00,55.62813,44.16151,123.34149,28,STK5,SK7 4BA
04-03-2020 23:00,48.46358,19.4026,78.21381,25.1,STK5,SK7 4BA
05-03-2020 00:00,45.64013,32.40009,95.31957,22.2,STK5,SK7 4BA
05-03-2020 01:00,40.27886,21.82852,73.74878,24.2,STK5,SK7 4BA
05-03-2020 02:00,26.56014,4.65075,33.69119,19.3,STK5,SK7 4BA
05-03-2020 03:00,18.75555,1.98782,21.8035,20.3,STK5,SK7 4BA
05-03-2020 04:00,15.47732,2.32538,19.04285,19.3,STK5,SK7 4BA
05-03-2020 05:00,19.96396,6.60106,30.08545,16.4,STK5,SK7 4BA
05-03-2020 06:00,31.10063,25.27907,69.86134,21.3,STK5,SK7 4BA
05-03-2020 07:00,36.40222,32.33021,85.97452,27.1,STK5,SK7 4BA
05-03-2020 08:00,43.27557,57.64679,131.66608,30,STK5,SK7 4BA
05-03-2020 09:00,52.0467,81.72567,177.35765,27.1,STK5,SK7 4BA
05-03-2020 10:00,41.6984,34.1305,94.03111,25.1,STK5,SK7 4BA
05-03-2020 11:00,25.92156,21.52847,58.93142,75.4,STK5,SK7 4BA
05-03-2020 12:00,26.517,24.11639,63.49494,56,STK5,SK7 4BA
05-03-2020 13:00,28.49449,22.12857,62.42448,44.4,STK5,SK7 4BA
05-03-2020 14:00,22.10657,19.20309,51.55091,39.6,STK5,SK7 4BA
05-03-2020 15:00,27.20174,27.45442,69.29794,36.7,STK5,SK7 4BA
05-03-2020 16:00,40.9335,36.98096,97.63685,44.4,STK5,SK7 4BA
05-03-2020 17:00,51.44085,54.15873,134.48307,44.4,STK5,SK7 4BA
05-03-2020 18:00,58.97869,54.53379,142.596,44.4,STK5,SK7 4BA
05-03-2020 19:00,57.45849,61.73495,152.11743,51.2,STK5,SK7 4BA
05-03-2020 20:00,59.58528,44.10711,127.21524,51.2,STK5,SK7 4BA
05-03-2020 21:00,61.04617,49.658,137.18738,51.2,STK5,SK7 4BA
05-03-2020 22:00,58.61699,44.44466,126.76452,43.5,STK5,SK7 4BA
05-03-2020 23:00,50.04745,35.59324,104.62299,38.6,STK5,SK7 4BA
06-03-2020 00:00,44.85854,28.5421,88.62249,31.9,STK5,SK7 4BA
