timestamp,PM₁₀ level  (µg/m³),NO level  (µg/m³),O₃ level  (µg/m³),NOx level  (µg/m³),NO₂ level  (µg/m³),StationName,PostCodes
01-03-2020 09:00,19.3,13.09537,60.66928,43.03851,22.95923,M60,M28 2AB
01-03-2020 10:00,33.8,15.70055,60.76907,48.70287,24.62903,M60,M28 2AB
01-03-2020 11:00,26.1,15.4574,62.96434,46.26773,22.56671,M60,M28 2AB
01-03-2020 12:00,25.1,25.14867,58.87315,74.166,35.60525,M60,M28 2AB
01-03-2020 13:00,89.9,22.89085,58.77337,70.6721,35.57329,M60,M28 2AB
01-03-2020 14:00,27.1,14.86689,66.25724,48.01468,25.21909,M60,M28 2AB
01-03-2020 15:00,8.7,7.01662,70.84735,25.03963,14.28097,M60,M28 2AB
01-03-2020 16:00,17.4,17.19419,61.2181,58.81401,32.44996,M60,M28 2AB
01-03-2020 17:00,22.2,36.88935,48.5454,116.14576,59.58288,M60,M28 2AB
01-03-2020 18:00,24.2,52.62463,40.5626,157.86082,77.17085,M60,M28 2AB
01-03-2020 19:00,17.4,19.93831,58.17466,65.80181,35.23016,M60,M28 2AB
01-03-2020 20:00,24.2,44.14911,28.93765,133.45645,65.76209,M60,M28 2AB
01-03-2020 21:00,47.3,67.38732,19.55786,193.96447,90.63869,M60,M28 2AB
01-03-2020 22:00,58,47.10165,22.00259,149.17901,76.95748,M60,M28 2AB
01-03-2020 23:00,21.3,31.8874,25.74453,114.18706,65.29372,M60,M28 2AB
02-03-2020 00:00,10.6,26.01706,18.70969,98.67625,58.78398,M60,M28 2AB
02-03-2020 01:00,14.5,15.881,21.50367,79.37851,55.02799,M60,M28 2AB
02-03-2020 02:00,12.6,33.50983,18.70969,106.31428,54.93326,M60,M28 2AB
02-03-2020 03:00,7.7,0.34725,29.98539,15.66403,15.13158,M60,M28 2AB
02-03-2020 04:00,2.9,0.31253,18.26066,15.66403,15.18483,M60,M28 2AB
02-03-2020 05:00,8.7,1.70154,11.07614,32.80978,30.2008,M60,M28 2AB
02-03-2020 06:00,11.6,7.709,6.18667,50.85517,39.03487,M60,M28 2AB
02-03-2020 07:00,14.5,28.71775,3.59226,83.2416,39.20833,M60,M28 2AB
02-03-2020 08:00,24.2,94.904,4.09119,197.91708,52.39965,M60,M28 2AB
02-03-2020 09:00,55.1,282.2465,4.34065,523.79232,91.02038,M60,M28 2AB
02-03-2020 10:00,40.6,126.22614,12.42323,277.8777,84.33365,M60,M28 2AB
02-03-2020 11:00,34.8,53.06012,40.5626,137.69525,56.33754,M60,M28 2AB
02-03-2020 12:00,13.5,4.1323,76.83445,17.19868,10.86257,M60,M28 2AB
02-03-2020 13:00,26.1,2.43076,80.32693,12.17137,8.44425,M60,M28 2AB
02-03-2020 14:00,14.5,5.34768,78.33123,20.74425,12.54459,M60,M28 2AB
02-03-2020 15:00,15.5,3.8545,78.33123,17.83371,11.92356,M60,M28 2AB
02-03-2020 16:00,13.5,2.74329,78.58069,15.55819,11.35187,M60,M28 2AB
02-03-2020 17:00,13.5,1.07648,80.37682,10.16045,8.50987,M60,M28 2AB
02-03-2020 18:00,10.6,6.21581,64.96004,31.59265,22.06187,M60,M28 2AB
02-03-2020 19:00,27.1,27.01621,27.54066,110.44196,69.01768,M60,M28 2AB
02-03-2020 20:00,34.8,79.69436,7.18452,225.64664,103.45033,M60,M28 2AB
02-03-2020 21:00,23.2,47.19156,7.78323,160.45043,88.09104,M60,M28 2AB
02-03-2020 22:00,23.2,43.51069,23.39958,137.16606,70.45061,M60,M28 2AB
02-03-2020 23:00,34.8,41.323,25.04604,129.28113,65.92008,M60,M28 2AB
03-03-2020 00:00,25.1,28.33577,15.21721,104.99131,61.54373,M60,M28 2AB
03-03-2020 01:00,19.3,18.00535,35.67314,72.15575,44.54793,M60,M28 2AB
03-03-2020 02:00,10.6,15.18189,36.07228,58.33119,35.05261,M60,M28 2AB
03-03-2020 03:00,10.6,15.8299,21.90281,68.24114,43.96897,M60,M28 2AB
03-03-2020 04:00,11.6,12.21957,29.43658,53.74651,35.0101,M60,M28 2AB
03-03-2020 05:00,16.4,17.87807,22.05249,72.57895,45.1663,M60,M28 2AB
03-03-2020 06:00,25.1,53.21762,9.47958,147.1152,65.51599,M60,M28 2AB
03-03-2020 07:00,20.3,188.70905,5.23871,392.73041,103.38057,M60,M28 2AB
03-03-2020 08:00,34.8,209.36429,4.83957,426.48068,105.45992,M60,M28 2AB
03-03-2020 09:00,37.7,206.69126,5.93721,425.31688,108.3947,M60,M28 2AB
03-03-2020 10:00,38.6,234.35886,5.18882,471.92187,112.57663,M60,M28 2AB
03-03-2020 11:00,10.6,67.45064,36.32174,158.38293,54.96005,M60,M28 2AB
03-03-2020 12:00,8.7,1.14559,71.39617,9.20462,7.44808,M60,M28 2AB
03-03-2020 13:00,7.7,1.11087,74.04047,7.35312,5.6498,M60,M28 2AB
03-03-2020 14:00,18.4,0.86787,74.28993,8.78142,7.45071,M60,M28 2AB
03-03-2020 15:00,26.1,1.56216,73.94069,12.11413,9.71885,M60,M28 2AB
03-03-2020 16:00,30.9,1.52745,78.08176,10.89742,8.55537,M60,M28 2AB
03-03-2020 17:00,33.8,1.1803,78.92994,10.63292,8.82315,M60,M28 2AB
03-03-2020 18:00,21.3,0.72901,75.98628,12.16703,11.04923,M60,M28 2AB
03-03-2020 19:00,13.5,0.48601,73.1923,15.97583,15.23064,M60,M28 2AB
03-03-2020 20:00,19.3,8.81753,54.83186,43.32519,29.80516,M60,M28 2AB
03-03-2020 21:00,22.2,9.61597,31.83142,63.05693,48.31265,M60,M28 2AB
03-03-2020 22:00,25.1,23.71013,17.76173,97.6536,61.29857,M60,M28 2AB
03-03-2020 23:00,24.2,42.17835,10.6271,133.83728,69.16471,M60,M28 2AB
04-03-2020 00:00,35.7,92.93122,4.34065,226.41247,83.91992,M60,M28 2AB
04-03-2020 01:00,22.2,52.10252,5.93721,152.43891,72.54949,M60,M28 2AB
04-03-2020 02:00,20.3,8.93054,9.62925,61.62424,47.93094,M60,M28 2AB
04-03-2020 03:00,16.4,19.53845,8.88087,79.85063,49.8921,M60,M28 2AB
04-03-2020 04:00,20.3,12.21587,7.58366,63.14017,44.40943,M60,M28 2AB
04-03-2020 05:00,16.4,11.76471,4.98925,57.64052,39.60155,M60,M28 2AB
04-03-2020 06:00,15.5,14.1246,4.59011,56.79442,35.13701,M60,M28 2AB
04-03-2020 07:00,17.4,33.21189,4.6899,90.47976,39.55557,M60,M28 2AB
04-03-2020 08:00,23.2,92.07016,4.98925,191.90592,50.73365,M60,M28 2AB
04-03-2020 09:00,51.2,162.31139,5.23871,324.95505,76.08105,M60,M28 2AB
04-03-2020 10:00,60.9,183.79327,6.08689,377.25457,95.44215,M60,M28 2AB
04-03-2020 11:00,78.3,null,6.98495,null,null,M60,M28 2AB
04-03-2020 12:00,66.7,156.58521,10.12818,325.69539,85.60142,M60,M28 2AB
04-03-2020 13:00,58,150.30375,13.52087,304.86019,74.39765,M60,M28 2AB
04-03-2020 14:00,48.3,152.07366,16.01549,313.47983,80.30346,M60,M28 2AB
04-03-2020 15:00,36.7,127.64193,24.69679,272.7613,77.0464,M60,M28 2AB
04-03-2020 16:00,37.7,135.03392,17.81162,290.68803,83.63891,M60,M28 2AB
04-03-2020 17:00,41.5,127.46841,13.67055,274.77078,79.32195,M60,M28 2AB
04-03-2020 18:00,30,106.40298,23.59915,228.86989,65.72093,M60,M28 2AB
04-03-2020 19:00,16.4,46.46888,31.23271,114.59359,43.3423,M60,M28 2AB
04-03-2020 20:00,19.3,28.80446,22.80087,88.15298,43.98676,M60,M28 2AB
04-03-2020 21:00,22.2,14.40223,19.80732,58.48662,36.40351,M60,M28 2AB
04-03-2020 22:00,26.1,11.17474,6.93506,56.95307,39.8187,M60,M28 2AB
04-03-2020 23:00,30.9,15.89451,4.83957,64.19779,39.82655,M60,M28 2AB
05-03-2020 00:00,21.3,23.91117,4.88947,76.25471,39.59142,M60,M28 2AB
05-03-2020 01:00,30,32.26845,4.59011,85.2431,35.7655,M60,M28 2AB
05-03-2020 02:00,29,29.68744,5.03914,78.95034,33.43024,M60,M28 2AB
05-03-2020 03:00,31.9,19.82635,4.59011,62.29303,31.89306,M60,M28 2AB
05-03-2020 04:00,31.9,12.11803,12.12388,48.86143,30.28071,M60,M28 2AB
05-03-2020 05:00,14.5,8.57637,20.20646,39.71313,26.56288,M60,M28 2AB
05-03-2020 06:00,30.9,5.31249,17.86152,32.73293,24.58722,M60,M28 2AB
05-03-2020 07:00,28,22.39578,6.23656,73.6623,39.32258,M60,M28 2AB
05-03-2020 08:00,33.8,64.79153,6.38624,150.18014,50.83452,M60,M28 2AB
05-03-2020 09:00,56,144.75663,7.68345,287.19308,65.23601,M60,M28 2AB
05-03-2020 10:00,83.1,130.72888,14.21936,265.19486,64.74671,M60,M28 2AB
05-03-2020 11:00,62.8,97.70812,28.08948,212.26165,62.44462,M60,M28 2AB
05-03-2020 12:00,48.3,72.84706,34.27615,173.1302,61.43293,M60,M28 2AB
05-03-2020 13:00,30,44.6874,54.08347,122.36509,53.84536,M60,M28 2AB
05-03-2020 14:00,28,34.75687,58.72347,106.18371,52.89058,M60,M28 2AB
05-03-2020 15:00,81.2,29.40966,62.41552,96.03068,50.9365,M60,M28 2AB
05-03-2020 16:00,18.4,34.68742,50.591,108.0874,54.90076,M60,M28 2AB
05-03-2020 17:00,114,18.71524,66.60649,68.10987,39.41357,M60,M28 2AB
05-03-2020 18:00,22.2,8.43748,58.37423,49.60175,36.66446,M60,M28 2AB
05-03-2020 19:00,31.9,3.2986,45.65164,39.71313,34.65534,M60,M28 2AB
05-03-2020 20:00,41.5,3.43749,30.5841,43.8378,38.56705,M60,M28 2AB
05-03-2020 21:00,47.3,4.2361,29.63615,42.46291,35.96764,M60,M28 2AB
05-03-2020 22:00,41.5,7.32637,8.6314,53.99082,42.7572,M60,M28 2AB
05-03-2020 23:00,26.1,13.05553,6.43613,66.20618,46.18798,M60,M28 2AB
06-03-2020 00:00,31.9,16.28469,5.08904,68.90307,43.93357,M60,M28 2AB
06-03-2020 01:00,30,16.5363,5.03914,66.91013,41.55483,M60,M28 2AB
06-03-2020 02:00,30.9,16.1889,5.03914,63.87838,39.05575,M60,M28 2AB
06-03-2020 03:00,27.1,14.06975,6.6856,58.48467,36.91136,M60,M28 2AB
06-03-2020 04:00,30.9,8.61555,16.6641,43.25539,30.04506,M60,M28 2AB
06-03-2020 05:00,26.1,5.73212,10.42753,37.43865,28.64952,M60,M28 2AB
06-03-2020 06:00,28,10.59574,6.93506,45.21193,28.96536,M60,M28 2AB
06-03-2020 07:00,24.2,9.58827,5.9871,41.9334,27.23159,M60,M28 2AB
06-03-2020 08:00,33.8,32.27358,6.93506,82.33331,32.84785,M60,M28 2AB
06-03-2020 09:00,95.7,110.821,7.03484,223.15128,53.22812,M60,M28 2AB
06-03-2020 10:00,92.8,153.55135,9.87872,302.3647,66.92258,M60,M28 2AB
06-03-2020 11:00,86,129.99755,15.66625,264.13285,64.80606,M60,M28 2AB
06-03-2020 12:00,77.3,113.84339,26.69249,242.71668,68.15925,M60,M28 2AB
06-03-2020 13:00,46.4,59.05821,55.68003,141.29389,50.73923,M60,M28 2AB
06-03-2020 14:00,50.2,55.0631,35.22411,148.74989,64.32099,M60,M28 2AB
06-03-2020 15:00,43.5,59.64879,39.914,152.13418,60.67397,M60,M28 2AB
06-03-2020 16:00,33.8,38.73524,49.84261,112.21019,52.81699,M60,M28 2AB
06-03-2020 17:00,105.3,8.75451,78.63058,49.81244,36.38905,M60,M28 2AB
06-03-2020 18:00,7.7,1.00746,75.53725,26.80988,25.26513,M60,M28 2AB
06-03-2020 19:00,18.4,2.39707,47.84691,35.64075,31.9653,M60,M28 2AB
06-03-2020 20:00,17.4,2.74447,35.12432,41.82765,37.61952,M60,M28 2AB
06-03-2020 21:00,25.1,7.33017,27.14152,52.77369,41.53426,M60,M28 2AB
06-03-2020 22:00,22.2,14.06975,19.70754,66.78675,45.21343,M60,M28 2AB
06-03-2020 23:00,25.1,19.69765,8.6813,78.31447,48.11182,M60,M28 2AB
07-03-2020 00:00,12.6,30.43235,9.77893,92.59192,45.92963,M60,M28 2AB
07-03-2020 01:00,5.8,21.36465,13.67055,72.12637,39.3677,M60,M28 2AB
07-03-2020 02:00,11.6,18.28276,12.92216,66.94427,38.91109,M60,M28 2AB
07-03-2020 03:00,18.4,19.29075,11.02624,65.46367,35.88494,M60,M28 2AB
07-03-2020 04:00,15.5,15.81494,12.52302,54.62356,30.37433,M60,M28 2AB
07-03-2020 05:00,14.5,14.84171,20.50582,51.50373,28.74676,M60,M28 2AB
07-03-2020 06:00,26.1,19.81212,24.94625,64.08883,33.71067,M60,M28 2AB
07-03-2020 07:00,18.4,28.74495,25.34539,85.24025,41.16528,M60,M28 2AB
07-03-2020 08:00,17.4,46.47158,20.45593,123.41858,52.16315,M60,M28 2AB
07-03-2020 09:00,16.4,62.70362,18.11098,154.88133,58.73712,M60,M28 2AB
07-03-2020 10:00,33.8,60.23579,28.18926,149.85787,57.49761,M60,M28 2AB
07-03-2020 11:00,76.3,62.217,25.44518,158.10692,62.70885,M60,M28 2AB
07-03-2020 12:00,79.2,68.05637,28.23916,171.37944,67.0278,M60,M28 2AB
07-03-2020 13:00,47.3,64.75435,28.88776,171.11505,71.82644,M60,M28 2AB
07-03-2020 14:00,40.6,58.15031,34.77507,158.79434,69.63178,M60,M28 2AB
07-03-2020 15:00,33.8,53.597,36.52131,151.12695,68.94604,M60,M28 2AB
07-03-2020 16:00,30.9,62.46031,25.49507,169.10566,73.33452,M60,M28 2AB
07-03-2020 17:00,44.4,87.34711,21.70324,210.98549,77.05512,M60,M28 2AB
07-03-2020 18:00,36.7,68.8558,32.82927,177.4076,71.83018,M60,M28 2AB
07-03-2020 19:00,27.1,47.41005,41.61035,142.1376,69.44319,M60,M28 2AB
07-03-2020 20:00,23.2,24.50446,56.62799,96.13324,58.56025,M60,M28 2AB
07-03-2020 21:00,18.4,15.08502,54.83186,78.63043,55.5004,M60,M28 2AB
07-03-2020 22:00,7.7,7.78582,63.36348,57.84916,45.91107,M60,M28 2AB
07-03-2020 23:00,9.7,4.24049,67.8538,40.18771,33.68572,M60,M28 2AB
08-03-2020 00:00,5.8,3.71912,68.95144,35.42864,29.72608,M60,M28 2AB
08-03-2020 01:00,5.8,3.61671,66.90584,32.50215,26.9566,M60,M28 2AB
08-03-2020 02:00,5.8,2.92119,67.55445,27.35539,22.87629,M60,M28 2AB
08-03-2020 03:00,10.6,2.71253,66.10756,27.70791,23.54875,M60,M28 2AB
08-03-2020 04:00,7.7,2.22567,73.34198,24.95827,21.54562,M60,M28 2AB
08-03-2020 05:00,10.6,2.4691,67.95359,27.4964,23.71049,M60,M28 2AB
08-03-2020 06:00,12.6,1.42582,77.03402,23.21331,21.02708,M60,M28 2AB
08-03-2020 07:00,12.6,8.97223,39.2654,50.81546,37.05823,M60,M28 2AB
08-03-2020 08:00,15.5,22.01326,21.20431,82.01329,48.2601,M60,M28 2AB
08-03-2020 09:00,16.4,24.48236,35.77292,84.86869,47.32959,M60,M28 2AB
08-03-2020 10:00,21.3,35.12384,28.23916,107.44746,53.59165,M60,M28 2AB
08-03-2020 11:00,27.1,28.51639,48.99444,91.42552,47.70101,M60,M28 2AB
08-03-2020 12:00,37.7,26.4646,48.39573,90.26221,49.68373,M60,M28 2AB
08-03-2020 13:00,14.5,8.8679,69.05122,50.81546,37.2182,M60,M28 2AB
08-03-2020 14:00,16.4,7.23342,63.66283,44.62877,33.53767,M60,M28 2AB
08-03-2020 15:00,48.3,7.78984,65.70842,45.95071,34.00645,M60,M28 2AB
08-03-2020 16:00,8.7,1.4606,72.99273,21.36259,19.12304,M60,M28 2AB
08-03-2020 17:00,23.2,19.3355,40.31314,73.87013,44.22278,M60,M28 2AB
08-03-2020 18:00,24.2,37.55817,37.46927,114.79746,57.20907,M60,M28 2AB
08-03-2020 19:00,0,3.86015,72.74327,37.12014,31.20133,M60,M28 2AB
08-03-2020 20:00,14.5,31.43758,19.20861,98.8284,50.62479,M60,M28 2AB
08-03-2020 21:00,7.7,44.82637,4.09119,127.7525,59.01969,M60,M28 2AB
08-03-2020 22:00,7.7,28.16863,28.53851,86.19063,42.99934,M60,M28 2AB
08-03-2020 23:00,10.6,21.63072,19.40818,75.87948,42.71284,M60,M28 2AB
09-03-2020 00:00,13.5,16.41431,31.33249,63.5061,38.33785,M60,M28 2AB
09-03-2020 01:00,21.3,13.26814,41.80992,58.5875,38.24331,M60,M28 2AB
09-03-2020 02:00,11.6,3.94333,60.32003,32.00809,25.96174,M60,M28 2AB
09-03-2020 03:00,5.8,0.62629,75.188,16.8677,15.9074,M60,M28 2AB
09-03-2020 04:00,22.2,0.20876,77.33338,8.09015,7.77005,M60,M28 2AB
09-03-2020 05:00,19.3,0.41753,73.34198,7.82577,7.18557,M60,M28 2AB
09-03-2020 06:00,31.9,0.5915,69.50025,10.9455,10.03855,M60,M28 2AB
09-03-2020 07:00,25.1,0.5915,68.05337,12.37317,11.46622,M60,M28 2AB
09-03-2020 08:00,30,0.90465,62.5652,17.5551,16.168,M60,M28 2AB
09-03-2020 09:00,19.3,1.60053,64.71057,19.08853,16.63442,M60,M28 2AB
09-03-2020 10:00,26.1,1.67012,66.00778,18.98277,16.42197,M60,M28 2AB
09-03-2020 11:00,24.2,1.67012,70.84735,18.34825,15.78745,M60,M28 2AB
09-03-2020 12:00,33.8,2.08764,68.40262,20.25182,17.05081,M60,M28 2AB
09-03-2020 13:00,32.9,13.63927,48.89465,54.14585,33.23259,M60,M28 2AB
09-03-2020 14:00,39.6,48.88565,27.09163,129.81256,54.8556,M60,M28 2AB
09-03-2020 15:00,26.1,84.82792,18.75958,201.46064,71.39298,M60,M28 2AB
09-03-2020 16:00,42.5,114.50725,16.56431,256.24101,80.66567,M60,M28 2AB
09-03-2020 17:00,28,106.57421,19.85722,243.81496,80.40346,M60,M28 2AB
09-03-2020 18:00,9.7,83.36657,28.23916,203.3642,75.53725,M60,M28 2AB
09-03-2020 19:00,9.7,67.91801,32.97894,177.1373,72.99782,M60,M28 2AB
09-03-2020 20:00,14.5,47.73745,40.5626,138.53723,65.34083,M60,M28 2AB
09-03-2020 21:00,10.6,35.142,29.18711,117.43939,63.55574,M60,M28 2AB
09-03-2020 22:00,21.3,31.48862,32.5798,104.74895,56.46707,M60,M28 2AB
09-03-2020 23:00,24.2,31.27986,26.34324,99.67278,51.711,M60,M28 2AB
10-03-2020 00:00,17.4,23.65996,36.5712,77.88754,41.60944,M60,M28 2AB
10-03-2020 01:00,13.5,12.718,56.92734,49.91487,30.41422,M60,M28 2AB
10-03-2020 02:00,13.5,2.04231,56.5781,25.09844,21.96695,M60,M28 2AB
10-03-2020 03:00,11.6,2.57609,56.87745,26.17358,22.22363,M60,M28 2AB
10-03-2020 04:00,6.8,2.54128,55.53035,24.74593,20.84936,M60,M28 2AB
10-03-2020 05:00,8.7,8.1112,31.03314,42.51224,30.07524,M60,M28 2AB
10-03-2020 06:00,13.5,34.56835,12.57291,95.12379,42.11972,M60,M28 2AB
10-03-2020 07:00,24.2,85.08062,7.68345,183.63809,53.18296,M60,M28 2AB
10-03-2020 08:00,24.2,110.28454,10.22796,228.424,59.3234,M60,M28 2AB
10-03-2020 09:00,30,122.50356,10.47743,251.37215,63.53598,M60,M28 2AB
10-03-2020 10:00,20.3,131.62432,9.92861,262.95198,61.13084,M60,M28 2AB
10-03-2020 11:00,12.6,90.02393,30.43443,183.63809,45.60332,M60,M28 2AB
10-03-2020 12:00,7.7,52.70543,40.91185,117.86044,37.04658,M60,M28 2AB
10-03-2020 13:00,7.7,16.64015,62.06627,59.85555,34.341,M60,M28 2AB
10-03-2020 14:00,9.7,1.84504,76.68477,27.28398,24.45496,M60,M28 2AB
10-03-2020 15:00,24.2,6.19654,66.20735,37.43616,27.93492,M60,M28 2AB
10-03-2020 16:00,28,6.68391,66.90584,42.08924,31.84072,M60,M28 2AB
10-03-2020 17:00,25.1,1.39248,73.89079,23.10678,20.97167,M60,M28 2AB
10-03-2020 18:00,17.4,0.52218,73.79101,15.17539,14.37473,M60,M28 2AB
10-03-2020 19:00,17.4,0.2785,74.38972,13.48336,13.05634,M60,M28 2AB
10-03-2020 20:00,20.3,0.66143,70.34843,14.85814,13.84396,M60,M28 2AB
10-03-2020 21:00,16.4,0.59181,72.04477,14.54088,13.63346,M60,M28 2AB
10-03-2020 22:00,19.3,2.12353,59.77122,22.36652,19.11048,M60,M28 2AB
10-03-2020 23:00,16.4,2.26278,61.06842,24.69306,21.22351,M60,M28 2AB
11-03-2020 00:00,15.5,5.29143,29.48647,40.55583,32.44242,M60,M28 2AB
11-03-2020 01:00,9.7,7.70904,25.44518,43.28704,31.46667,M60,M28 2AB
11-03-2020 02:00,27.1,11.21527,26.19356,49.86117,32.66467,M60,M28 2AB
11-03-2020 03:00,4.8,5.78178,37.31959,34.1044,25.23913,M60,M28 2AB
11-03-2020 04:00,21.3,3.483,37.31959,27.07202,21.7315,M60,M28 2AB
11-03-2020 05:00,14.5,2.36844,24.29765,23.1064,19.47484,M60,M28 2AB
11-03-2020 06:00,20.3,6.82668,8.28216,34.36878,23.90134,M60,M28 2AB
11-03-2020 07:00,25.1,46.63739,4.44043,112.35947,40.8498,M60,M28 2AB
11-03-2020 08:00,48.3,133.64277,7.23441,270.24435,65.32829,M60,M28 2AB
11-03-2020 09:00,58,137.85721,12.82237,278.70436,67.32626,M60,M28 2AB
11-03-2020 10:00,47.3,124.65663,18.95915,263.1591,72.0216,M60,M28 2AB
11-03-2020 11:00,35.7,110.27183,22.15227,242.27345,73.19234,M60,M28 2AB
11-03-2020 12:00,15.5,70.60044,52.88605,162.53789,54.28538,M60,M28 2AB
11-03-2020 13:00,21.3,49.17998,42.10927,128.01048,52.60223,M60,M28 2AB
11-03-2020 14:00,26.1,62.48505,29.63615,162.80226,66.99319,M60,M28 2AB
11-03-2020 15:00,20.3,72.8644,26.94195,181.9959,70.27206,M60,M28 2AB
11-03-2020 16:00,19.3,73.76997,35.42368,181.1499,68.03752,M60,M28 2AB
11-03-2020 17:00,22.2,73.59583,33.57765,187.81216,74.9668,M60,M28 2AB
11-03-2020 18:00,18.4,58.79307,38.26755,159.57689,69.42877,M60,M28 2AB
11-03-2020 19:00,22.2,65.27145,28.73808,171.8439,71.7624,M60,M28 2AB
11-03-2020 20:00,16.4,50.78216,43.05723,145.142,67.2771,M60,M28 2AB
11-03-2020 21:00,16.4,31.93913,50.29164,108.44672,59.47407,M60,M28 2AB
11-03-2020 22:00,8.7,13.75786,64.61079,71.38131,50.28623,M60,M28 2AB
11-03-2020 23:00,1.9,2.36844,82.12306,32.88828,29.25672,M60,M28 2AB
12-03-2020 00:00,5.8,0.24381,85.26628,11.20951,10.83567,M60,M28 2AB
12-03-2020 01:00,7.7,0.88282,80.22714,11.42082,10.06719,M60,M28 2AB
12-03-2020 02:00,9.7,0.73181,81.22499,9.78172,8.65963,M60,M28 2AB
12-03-2020 03:00,13.5,0.38333,79.42886,7.03226,6.4445,M60,M28 2AB
12-03-2020 04:00,15.5,0.41818,76.13596,6.87364,6.23245,M60,M28 2AB
12-03-2020 05:00,18.4,1.18483,69.50025,11.52657,9.70985,M60,M28 2AB
12-03-2020 06:00,33.8,32.9662,22.55141,89.09297,38.54549,M60,M28 2AB
12-03-2020 07:00,43.5,83.80943,15.51657,187.75615,59.25016,M60,M28 2AB
12-03-2020 08:00,79.2,161.31137,7.23441,323.53701,76.19636,M60,M28 2AB
12-03-2020 09:00,58.9,162.18257,17.71184,322.63815,73.96168,M60,M28 2AB
12-03-2020 10:00,58.9,94.22898,40.06368,202.56092,58.0785,M60,M28 2AB
12-03-2020 11:00,41.5,45.79027,53.98369,119.44274,49.23198,M60,M28 2AB
12-03-2020 12:00,37.7,22.99968,53.68433,81.47909,46.21341,M60,M28 2AB
12-03-2020 13:00,35.7,20.94365,53.8839,80.52735,48.41421,M60,M28 2AB
12-03-2020 14:00,31.9,20.59516,53.53465,83.59405,52.01524,M60,M28 2AB
12-03-2020 15:00,50.2,24.01027,50.49121,92.15967,55.34444,M60,M28 2AB
12-03-2020 16:00,33.8,33.69801,44.45422,112.56909,60.89953,M60,M28 2AB
12-03-2020 17:00,16.4,19.41033,62.01638,78.994,49.2319,M60,M28 2AB
12-03-2020 18:00,14.5,2.5439,72.94284,30.77276,26.87217,M60,M28 2AB
12-03-2020 19:00,14.5,6.8999,62.91444,38.91538,28.33568,M60,M28 2AB
12-03-2020 20:00,10.6,2.57875,73.54155,28.86929,24.91526,M60,M28 2AB
12-03-2020 21:00,5.8,3.03178,70.79746,28.34055,23.69189,M60,M28 2AB
12-03-2020 22:00,15.5,0.55757,80.77596,13.69441,12.83948,M60,M28 2AB
12-03-2020 23:00,19.3,0.24394,81.47445,8.51274,8.13871,M60,M28 2AB
13-03-2020 00:00,13.5,0.24394,79.92779,7.24376,6.86973,M60,M28 2AB
13-03-2020 01:00,13.5,0.18595,81.77381,5.99231,5.70718,M60,M28 2AB
13-03-2020 02:00,17.4,0.32542,80.37682,5.63982,5.14085,M60,M28 2AB
13-03-2020 03:00,14.5,0.34866,78.5308,6.34479,5.81019,M60,M28 2AB
13-03-2020 04:00,28,0.38353,75.23789,8.08961,7.50155,M60,M28 2AB
13-03-2020 05:00,7.7,0.52299,74.88864,8.98846,8.18655,M60,M28 2AB
13-03-2020 06:00,13.5,0.2092,80.5265,6.71491,6.39415,M60,M28 2AB
13-03-2020 07:00,17.4,0.17433,77.03402,8.08961,7.82231,M60,M28 2AB
13-03-2020 08:00,20.3,12.30769,51.68863,43.40897,24.53744,M60,M28 2AB
13-03-2020 09:00,32.9,3.69579,66.80606,30.98374,25.31694,M60,M28 2AB
13-03-2020 10:00,12.6,0.90652,71.74542,17.39531,16.00534,M60,M28 2AB
13-03-2020 11:00,18.4,0.83678,73.69122,13.58843,12.30539,M60,M28 2AB
13-03-2020 12:00,20.3,0.97625,74.19015,13.11257,11.61568,M60,M28 2AB
13-03-2020 13:00,10.6,1.49924,71.34628,14.32866,12.02986,M60,M28 2AB
13-03-2020 14:00,13.5,10.73872,61.56735,40.65956,24.19375,M60,M28 2AB
13-03-2020 15:00,20.3,41.52538,36.42153,110.98102,47.30967,M60,M28 2AB
13-03-2020 16:00,27.1,74.40399,19.05894,181.77834,67.69382,M60,M28 2AB
13-03-2020 17:00,22.2,81.83044,32.72948,183.52316,58.05157,M60,M28 2AB
13-03-2020 18:00,26.1,68.30244,25.99399,162.10948,57.38053,M60,M28 2AB
13-03-2020 19:00,18.4,78.51817,18.75958,187.64728,67.25443,M60,M28 2AB
13-03-2020 20:00,24.2,70.01087,18.51012,171.09794,63.74943,M60,M28 2AB
13-03-2020 21:00,19.3,65.68749,15.36689,161.95086,61.23144,M60,M28 2AB
13-03-2020 22:00,17.4,40.96752,37.96819,110.71665,47.90067,M60,M28 2AB
13-03-2020 23:00,16.4,23.04641,42.15916,77.67085,42.33352,M60,M28 2AB
14-03-2020 00:00,5.8,11.81956,46.20046,55.4112,37.28812,M60,M28 2AB
14-03-2020 01:00,30,7.16284,45.10282,44.6948,33.71194,M60,M28 2AB
14-03-2020 02:00,15.5,4.09305,44.35443,34.6138,28.33788,M60,M28 2AB
14-03-2020 03:00,18.4,3.907,47.8968,32.41078,26.42013,M60,M28 2AB
14-03-2020 04:00,9.7,3.20932,54.78197,28.5511,23.6302,M60,M28 2AB
14-03-2020 05:00,21.3,1.84885,60.36993,23.3696,20.53474,M60,M28 2AB
14-03-2020 06:00,0,4.36049,49.29379,31.51195,24.82595,M60,M28 2AB
