timestamp,NO level  (µg/m³),NOx level  (µg/m³),PM₁₀ level  (µg/m³),NO₂ level  (µg/m³),StationName,PostCodes
23-02-2020 01:00,4.4435,13.15719,4.5,6.34392,TAM1,SK14 8LZ
23-02-2020 02:00,2.73446,8.4206,1.5,4.22782,TAM1,SK14 8LZ
23-02-2020 03:00,3.07627,9.47318,0.2,4.7563,TAM1,SK14 8LZ
23-02-2020 04:00,3.75988,11.05204,0.4,5.28697,TAM1,SK14 8LZ
23-02-2020 05:00,14.35592,49.47104,2.2,27.45893,TAM1,SK14 8LZ
23-02-2020 06:00,23.92653,75.78542,3.8,39.09858,TAM1,SK14 8LZ
23-02-2020 07:00,36.23161,94.20549,6.2,38.65113,TAM1,SK14 8LZ
23-02-2020 08:00,27.34461,74.20656,7.4,32.27874,TAM1,SK14 8LZ
23-02-2020 09:00,31.1045,90.52148,12,42.82858,TAM1,SK14 8LZ
23-02-2020 10:00,27.0028,72.62769,9.2,31.22397,TAM1,SK14 8LZ
23-02-2020 11:00,21.53388,57.36535,10.3,24.3472,TAM1,SK14 8LZ
23-02-2020 12:00,28.02823,66.83853,10,23.86252,TAM1,SK14 8LZ
23-02-2020 13:00,44.7768,98.94208,8.5,30.28527,TAM1,SK14 8LZ
23-02-2020 14:00,36.91522,84.73231,17.8,28.12976,TAM1,SK14 8LZ
23-02-2020 15:00,20.85027,51.0499,24.1,19.07994,TAM1,SK14 8LZ
23-02-2020 16:00,25.29377,61.57565,28.8,22.79242,TAM1,SK14 8LZ
23-02-2020 17:00,33.83896,81.57459,42.7,29.68891,TAM1,SK14 8LZ
23-02-2020 18:00,52.63838,134.20335,44.3,53.4923,TAM1,SK14 8LZ
23-02-2020 19:00,51.27115,142.62395,47.4,64.00929,TAM1,SK14 8LZ
23-02-2020 20:00,67.67791,164.72803,36.4,60.95668,TAM1,SK14 8LZ
23-02-2020 21:00,62.89261,165.78061,32.8,69.34663,TAM1,SK14 8LZ
23-02-2020 22:00,36.23161,102.62609,27.3,47.07173,TAM1,SK14 8LZ
23-02-2020 23:00,23.92653,76.31171,22.4,39.62487,TAM1,SK14 8LZ
24-02-2020 00:00,30.76269,87.36375,20.3,40.19495,TAM1,SK14 8LZ
24-02-2020 01:00,20.89068,64.32469,16.7,32.29276,TAM1,SK14 8LZ
24-02-2020 02:00,10.27411,37.96211,12.4,22.2087,TAM1,SK14 8LZ
24-02-2020 03:00,4.45211,10.54503,4.3,3.71855,TAM1,SK14 8LZ
24-02-2020 04:00,11.64399,28.99883,4.3,11.14497,TAM1,SK14 8LZ
24-02-2020 05:00,16.43857,38.48936,6,13.28391,TAM1,SK14 8LZ
24-02-2020 06:00,28.7675,68.01545,2.8,23.9059,TAM1,SK14 8LZ
24-02-2020 07:00,51.02806,111.77733,1.2,33.5354,TAM1,SK14 8LZ
24-02-2020 08:00,44.52113,93.32352,1.7,25.05875,TAM1,SK14 8LZ
24-02-2020 09:00,20.20574,46.92539,2.5,15.94368,TAM1,SK14 8LZ
24-02-2020 10:00,19.86327,48.50714,4,18.05055,TAM1,SK14 8LZ
24-02-2020 11:00,20.20574,46.92539,3.4,15.94368,TAM1,SK14 8LZ
24-02-2020 12:00,17.12351,42.70737,5.2,16.45169,TAM1,SK14 8LZ
24-02-2020 13:00,18.15092,46.39814,3.6,18.56711,TAM1,SK14 8LZ
24-02-2020 14:00,38.69913,94.90528,7.3,35.56744,TAM1,SK14 8LZ
24-02-2020 15:00,43.83618,107.55931,13.1,40.34477,TAM1,SK14 8LZ
24-02-2020 16:00,43.83618,105.45031,14.6,38.23576,TAM1,SK14 8LZ
24-02-2020 17:00,40.06901,99.65054,18,38.21225,TAM1,SK14 8LZ
24-02-2020 18:00,44.52113,109.66832,15.5,41.40355,TAM1,SK14 8LZ
24-02-2020 19:00,29.79491,83.833,17.8,38.14811,TAM1,SK14 8LZ
24-02-2020 20:00,22.26056,60.10668,16.1,25.97429,TAM1,SK14 8LZ
24-02-2020 21:00,14.04128,40.07112,16.2,18.54146,TAM1,SK14 8LZ
24-02-2020 22:00,15.06869,40.07112,16.2,16.96612,TAM1,SK14 8LZ
24-02-2020 23:00,11.98646,34.27135,13.9,15.89237,TAM1,SK14 8LZ
25-02-2020 00:00,7.19187,22.14456,13.7,11.11718,TAM1,SK14 8LZ
25-02-2020 01:00,5.94763,20.42433,13.4,11.30475,TAM1,SK14 8LZ
25-02-2020 02:00,3.66008,14.08574,13.5,8.4737,TAM1,SK14 8LZ
25-02-2020 03:00,5.49012,17.95933,13.9,9.54125,TAM1,SK14 8LZ
25-02-2020 04:00,5.83326,17.43111,8.6,8.48691,TAM1,SK14 8LZ
25-02-2020 05:00,11.32338,29.58006,7.7,12.21779,TAM1,SK14 8LZ
25-02-2020 06:00,22.98989,56.51905,7.6,21.26837,TAM1,SK14 8LZ
25-02-2020 07:00,125.92972,276.78489,12.5,83.69535,TAM1,SK14 8LZ
25-02-2020 08:00,100.19476,216.56833,13.9,62.93851,TAM1,SK14 8LZ
25-02-2020 09:00,112.20441,250.90233,11.8,78.85797,TAM1,SK14 8LZ
25-02-2020 10:00,83.38126,197.02436,11.4,69.17488,TAM1,SK14 8LZ
25-02-2020 11:00,157.49793,330.13465,18.4,88.64119,TAM1,SK14 8LZ
25-02-2020 12:00,77.548,178.0086,17.8,59.10333,TAM1,SK14 8LZ
25-02-2020 13:00,65.19522,150.01318,12,50.04857,TAM1,SK14 8LZ
25-02-2020 14:00,65.88149,152.65426,14.3,51.63739,TAM1,SK14 8LZ
25-02-2020 15:00,129.36104,281.01061,20.4,82.65978,TAM1,SK14 8LZ
25-02-2020 16:00,65.88149,149.48497,12.9,48.4681,TAM1,SK14 8LZ
25-02-2020 17:00,82.69499,194.9115,16.1,68.11428,TAM1,SK14 8LZ
25-02-2020 18:00,85.78319,218.15298,25.3,86.62059,TAM1,SK14 8LZ
25-02-2020 19:00,54.55811,157.4082,19,73.7536,TAM1,SK14 8LZ
25-02-2020 20:00,53.52871,158.99285,19.1,76.91664,TAM1,SK14 8LZ
25-02-2020 21:00,16.12724,55.46262,9,30.73453,TAM1,SK14 8LZ
25-02-2020 22:00,16.47037,52.82154,12.3,27.56733,TAM1,SK14 8LZ
25-02-2020 23:00,15.09784,42.25723,8.8,19.10754,TAM1,SK14 8LZ
26-02-2020 00:00,10.63712,34.334,9.8,18.02399,TAM1,SK14 8LZ
26-02-2020 01:00,2.75036,11.28916,7.6,7.072,TAM1,SK14 8LZ
26-02-2020 02:00,2.29197,8.46687,7.5,4.95257,TAM1,SK14 8LZ
26-02-2020 03:00,17.53356,43.92188,10.7,17.03747,TAM1,SK14 8LZ
26-02-2020 04:00,7.2197,22.75471,11.8,11.68466,TAM1,SK14 8LZ
26-02-2020 05:00,11.34525,33.86748,12.8,16.47168,TAM1,SK14 8LZ
26-02-2020 06:00,43.662,109.01094,15.9,42.06347,TAM1,SK14 8LZ
26-02-2020 07:00,131.6736,298.98632,23.3,97.08962,TAM1,SK14 8LZ
26-02-2020 08:00,113.10865,250.831,17.9,77.40015,TAM1,SK14 8LZ
26-02-2020 09:00,187.02464,391.06353,23.8,104.29641,TAM1,SK14 8LZ
26-02-2020 10:00,112.07727,250.831,18.2,78.98159,TAM1,SK14 8LZ
26-02-2020 11:00,97.29407,223.31368,15.6,74.13152,TAM1,SK14 8LZ
26-02-2020 12:00,64.97731,147.64103,13.8,48.01055,TAM1,SK14 8LZ
26-02-2020 13:00,61.53936,137.58663,12.6,43.22759,TAM1,SK14 8LZ
26-02-2020 14:00,51.2255,110.59848,20.6,32.05381,TAM1,SK14 8LZ
26-02-2020 15:00,89.38678,198.44225,23.7,61.38444,TAM1,SK14 8LZ
26-02-2020 16:00,74.94737,175.68754,26.2,60.76983,TAM1,SK14 8LZ
26-02-2020 17:00,68.41526,167.74985,24.6,62.84791,TAM1,SK14 8LZ
26-02-2020 18:00,74.25978,184.15441,25.6,70.29099,TAM1,SK14 8LZ
26-02-2020 19:00,72.54081,184.68359,25.3,73.4559,TAM1,SK14 8LZ
26-02-2020 20:00,40.22405,115.89028,20.1,54.21426,TAM1,SK14 8LZ
26-02-2020 21:00,37.12989,101.07325,19,44.14155,TAM1,SK14 8LZ
26-02-2020 22:00,13.40802,35.98419,15.2,15.42552,TAM1,SK14 8LZ
26-02-2020 23:00,15.12699,36.51337,13.2,13.31898,TAM1,SK14 8LZ
27-02-2020 00:00,6.18832,16.93374,11.5,7.44512,TAM1,SK14 8LZ
27-02-2020 01:00,5.51133,12.72344,13.3,4.27286,TAM1,SK14 8LZ
27-02-2020 02:00,2.29639,7.06858,11.9,3.5475,TAM1,SK14 8LZ
27-02-2020 03:00,4.82241,12.1933,8.6,4.79904,TAM1,SK14 8LZ
27-02-2020 04:00,null,null,null,null,TAM1,SK14 8LZ
27-02-2020 05:00,null,null,null,null,TAM1,SK14 8LZ
27-02-2020 06:00,null,null,null,null,TAM1,SK14 8LZ
27-02-2020 07:00,null,null,null,null,TAM1,SK14 8LZ
27-02-2020 08:00,null,null,null,null,TAM1,SK14 8LZ
27-02-2020 09:00,null,null,null,null,TAM1,SK14 8LZ
27-02-2020 10:00,null,null,null,null,TAM1,SK14 8LZ
27-02-2020 11:00,null,null,null,null,TAM1,SK14 8LZ
27-02-2020 12:00,96.90748,192.26528,14.8,43.67589,TAM1,SK14 8LZ
27-02-2020 13:00,60.62458,130.41523,15.7,37.45884,TAM1,SK14 8LZ
27-02-2020 14:00,48.2241,106.02865,50.4,32.08606,TAM1,SK14 8LZ
27-02-2020 15:00,48.56856,105.4985,69.4,31.02775,TAM1,SK14 8LZ
27-02-2020 16:00,66.82482,149.50039,48.2,47.03709,TAM1,SK14 8LZ
27-02-2020 17:00,83.70326,182.89942,47,54.55621,TAM1,SK14 8LZ
27-02-2020 18:00,107.47085,235.38359,49.4,70.59726,TAM1,SK14 8LZ
27-02-2020 19:00,139.84989,307.48307,47,93.04957,TAM1,SK14 8LZ
27-02-2020 20:00,126.76049,294.75964,41.3,100.39626,TAM1,SK14 8LZ
27-02-2020 21:00,31.34566,104.96836,29,56.90568,TAM1,SK14 8LZ
27-02-2020 22:00,36.51253,114.51094,25.1,58.52584,TAM1,SK14 8LZ
27-02-2020 23:00,32.7235,98.0765,18.9,47.90117,TAM1,SK14 8LZ
28-02-2020 00:00,33.06795,99.66693,21.6,48.96344,TAM1,SK14 8LZ
28-02-2020 01:00,21.0952,63.51871,14.6,31.17319,TAM1,SK14 8LZ
28-02-2020 02:00,21.55379,57.8726,13,24.82392,TAM1,SK14 8LZ
28-02-2020 03:00,11.00619,29.64207,9.4,12.76614,TAM1,SK14 8LZ
28-02-2020 04:00,5.5031,14.29171,8.9,5.85375,TAM1,SK14 8LZ
28-02-2020 05:00,8.25464,20.11426,7.7,7.45732,TAM1,SK14 8LZ
28-02-2020 06:00,87.70558,192.14409,12,57.66407,TAM1,SK14 8LZ
28-02-2020 07:00,15.8214,39.16987,10,14.91073,TAM1,SK14 8LZ
28-02-2020 08:00,13.75774,33.87664,7.6,12.78174,TAM1,SK14 8LZ
28-02-2020 09:00,37.83378,80.45703,7.4,22.44604,TAM1,SK14 8LZ
28-02-2020 10:00,41.61716,94.21942,2.6,30.40733,TAM1,SK14 8LZ
28-02-2020 11:00,77.73122,163.03135,1.8,43.84514,TAM1,SK14 8LZ
28-02-2020 12:00,66.38109,135.50658,3.4,33.72366,TAM1,SK14 8LZ
28-02-2020 13:00,32.33069,77.2811,1.5,27.70807,TAM1,SK14 8LZ
28-02-2020 14:00,44.71265,100.57129,3.9,32.01285,TAM1,SK14 8LZ
28-02-2020 15:00,14.10168,40.22852,4.9,18.60624,TAM1,SK14 8LZ
28-02-2020 16:00,20.98055,52.93226,6.4,20.76253,TAM1,SK14 8LZ
28-02-2020 17:00,18.57295,51.87361,6.1,23.39549,TAM1,SK14 8LZ
28-02-2020 18:00,18.229,48.16836,5.8,20.21761,TAM1,SK14 8LZ
28-02-2020 19:00,28.54731,69.34126,6.7,25.56933,TAM1,SK14 8LZ
28-02-2020 20:00,18.57295,51.34429,6.2,22.86617,TAM1,SK14 8LZ
28-02-2020 21:00,9.28647,28.58342,3.3,14.34436,TAM1,SK14 8LZ
28-02-2020 22:00,7.22281,22.76087,3.8,11.68605,TAM1,SK14 8LZ
28-02-2020 23:00,6.87887,21.70223,2.9,11.15477,TAM1,SK14 8LZ
29-02-2020 00:00,4.81521,16.409,2.6,9.02578,TAM1,SK14 8LZ
29-02-2020 01:00,5.95277,17.61673,1.6,8.48928,TAM1,SK14 8LZ
29-02-2020 02:00,3.20534,11.27471,0.9,6.35993,TAM1,SK14 8LZ
29-02-2020 03:00,2.74743,11.62704,-0.8,7.41437,TAM1,SK14 8LZ
29-02-2020 04:00,3.43429,12.15554,-0.6,6.88971,TAM1,SK14 8LZ
29-02-2020 05:00,3.43429,12.15554,2.3,6.88971,TAM1,SK14 8LZ
29-02-2020 06:00,9.61601,28.0106,3.2,13.26625,TAM1,SK14 8LZ
29-02-2020 07:00,25.41375,73.46177,7,34.49456,TAM1,SK14 8LZ
29-02-2020 08:00,25.07032,72.40476,9.3,33.96414,TAM1,SK14 8LZ
29-02-2020 09:00,34.34291,95.65885,11.2,43.00046,TAM1,SK14 8LZ
29-02-2020 10:00,52.88808,134.23949,13.2,53.14556,TAM1,SK14 8LZ
29-02-2020 11:00,39.49435,102.52937,11.9,41.97222,TAM1,SK14 8LZ
29-02-2020 12:00,31.25205,79.80379,8.6,31.88465,TAM1,SK14 8LZ
29-02-2020 13:00,41.55492,97.77285,18.3,34.0562,TAM1,SK14 8LZ
29-02-2020 14:00,15.45431,36.99513,11.1,13.29886,TAM1,SK14 8LZ
29-02-2020 15:00,16.82803,37.52364,7.8,11.72102,TAM1,SK14 8LZ
29-02-2020 16:00,12.70688,30.65311,12.5,11.16951,TAM1,SK14 8LZ
29-02-2020 17:00,13.39373,31.18161,10.9,10.64484,TAM1,SK14 8LZ
29-02-2020 18:00,9.61601,24.83959,14.3,10.09524,TAM1,SK14 8LZ
29-02-2020 19:00,9.95944,23.78259,12.3,8.51165,TAM1,SK14 8LZ
29-02-2020 20:00,7.55544,18.49757,8.6,6.91272,TAM1,SK14 8LZ
29-02-2020 21:00,6.52515,16.38356,13.8,6.37847,TAM1,SK14 8LZ
29-02-2020 22:00,5.15144,14.26955,23.1,6.37079,TAM1,SK14 8LZ
29-02-2020 23:00,5.83829,14.79805,23.3,5.84613,TAM1,SK14 8LZ
01-03-2020 00:00,4.12115,11.62704,21.6,5.30804,TAM1,SK14 8LZ
01-03-2020 01:00,6.40108,16.18223,19.8,6.36738,TAM1,SK14 8LZ
01-03-2020 02:00,3.65776,9.14648,18.1,3.53799,TAM1,SK14 8LZ
01-03-2020 03:00,3.42915,7.91522,14,2.65727,TAM1,SK14 8LZ
01-03-2020 04:00,3.77206,9.49826,15.7,3.71452,TAM1,SK14 8LZ
01-03-2020 05:00,2.74332,7.91522,15.7,3.70886,TAM1,SK14 8LZ
01-03-2020 06:00,5.14372,12.66435,12.6,4.77742,TAM1,SK14 8LZ
01-03-2020 07:00,6.51538,15.83044,11.7,5.84033,TAM1,SK14 8LZ
01-03-2020 08:00,7.54412,22.69029,16.7,11.1228,TAM1,SK14 8LZ
01-03-2020 09:00,10.97327,29.02247,18.4,12.19702,TAM1,SK14 8LZ
01-03-2020 10:00,17.83156,42.74218,33.6,15.40083,TAM1,SK14 8LZ
01-03-2020 11:00,18.86031,46.96363,28,18.0449,TAM1,SK14 8LZ
01-03-2020 12:00,24.34694,61.21103,22.1,23.87957,TAM1,SK14 8LZ
01-03-2020 13:00,29.49067,75.9861,21.8,30.76772,TAM1,SK14 8LZ
01-03-2020 14:00,28.80483,72.29233,18.9,28.12554,TAM1,SK14 8LZ
01-03-2020 15:00,23.3182,60.68335,20.9,24.92927,TAM1,SK14 8LZ
01-03-2020 16:00,20.9178,53.82349,42.9,21.74998,TAM1,SK14 8LZ
01-03-2020 17:00,31.89107,80.73523,30.5,31.83628,TAM1,SK14 8LZ
01-03-2020 18:00,22.97529,64.37711,26.9,29.14884,TAM1,SK14 8LZ
01-03-2020 19:00,18.17448,50.6574,25.7,22.79026,TAM1,SK14 8LZ
01-03-2020 20:00,11.31619,30.60551,22,13.25427,TAM1,SK14 8LZ
01-03-2020 21:00,10.97327,30.07783,18.7,13.25239,TAM1,SK14 8LZ
01-03-2020 22:00,10.97327,29.02247,15.8,12.19702,TAM1,SK14 8LZ
01-03-2020 23:00,6.17247,17.94116,14.5,8.47685,TAM1,SK14 8LZ
02-03-2020 00:00,11.31619,25.85638,10.7,8.50514,TAM1,SK14 8LZ
02-03-2020 01:00,6.84801,18.96698,11.8,8.46685,TAM1,SK14 8LZ
02-03-2020 02:00,13.23948,44.95877,13.1,24.65852,TAM1,SK14 8LZ
02-03-2020 03:00,27.73443,73.23362,13.3,30.7081,TAM1,SK14 8LZ
02-03-2020 04:00,21.57122,63.22327,14,30.14786,TAM1,SK14 8LZ
02-03-2020 05:00,70.19206,158.58504,16.5,50.95871,TAM1,SK14 8LZ
02-03-2020 06:00,146.20494,296.62252,19.2,72.44475,TAM1,SK14 8LZ
02-03-2020 07:00,128.40012,273.96752,17.5,77.09008,TAM1,SK14 8LZ
02-03-2020 08:00,274.26265,531.07549,30.4,110.54529,TAM1,SK14 8LZ
02-03-2020 09:00,169.48816,343.51312,29.1,83.6349,TAM1,SK14 8LZ
02-03-2020 10:00,112.3073,242.88274,27.4,70.68061,TAM1,SK14 8LZ
02-03-2020 11:00,143.46573,300.83741,68.8,80.85969,TAM1,SK14 8LZ
02-03-2020 12:00,91.07849,198.62645,43.4,58.97472,TAM1,SK14 8LZ
02-03-2020 13:00,77.72487,176.4983,24.6,57.32183,TAM1,SK14 8LZ
02-03-2020 14:00,96.55689,207.05622,43.2,59.00439,TAM1,SK14 8LZ
02-03-2020 15:00,72.93127,160.16563,209.3,48.33924,TAM1,SK14 8LZ
02-03-2020 16:00,80.12167,174.39086,173.2,51.53934,TAM1,SK14 8LZ
02-03-2020 17:00,78.06727,182.29377,93.5,62.59229,TAM1,SK14 8LZ
02-03-2020 18:00,80.46407,202.84133,68,79.46481,TAM1,SK14 8LZ
02-03-2020 19:00,56.49605,152.26272,65.5,65.63664,TAM1,SK14 8LZ
02-03-2020 20:00,17.12002,57.42781,25.3,31.17748,TAM1,SK14 8LZ
02-03-2020 21:00,10.95681,31.61164,16.8,14.81143,TAM1,SK14 8LZ
02-03-2020 22:00,18.48962,43.72943,14.5,15.37908,TAM1,SK14 8LZ
02-03-2020 23:00,7.53281,23.70873,13.4,12.15859,TAM1,SK14 8LZ
03-03-2020 00:00,3.424,11.06407,11.1,5.81401,TAM1,SK14 8LZ
03-03-2020 01:00,3.64678,10.5208,10.4,4.92914,TAM1,SK14 8LZ
03-03-2020 02:00,4.55848,11.22219,10.1,4.23262,TAM1,SK14 8LZ
03-03-2020 03:00,5.12829,15.7812,12.2,7.91793,TAM1,SK14 8LZ
03-03-2020 04:00,5.81206,18.4114,12.9,9.4997,TAM1,SK14 8LZ
03-03-2020 05:00,9.91469,23.6718,12.1,8.46948,TAM1,SK14 8LZ
03-03-2020 06:00,42.39386,84.16639,11.1,19.16339,TAM1,SK14 8LZ
03-03-2020 07:00,35.89802,79.43203,12.3,24.38917,TAM1,SK14 8LZ
03-03-2020 08:00,51.28289,112.57255,12.6,33.93988,TAM1,SK14 8LZ
03-03-2020 09:00,28.37653,70.48935,10.7,26.97928,TAM1,SK14 8LZ
03-03-2020 10:00,48.5478,107.31215,4,32.87322,TAM1,SK14 8LZ
03-03-2020 11:00,120.00196,227.24926,11.7,43.24882,TAM1,SK14 8LZ
03-03-2020 12:00,107.35218,224.61906,10,60.01468,TAM1,SK14 8LZ
03-03-2020 13:00,69.06096,155.70783,7.5,49.81583,TAM1,SK14 8LZ
03-03-2020 14:00,82.39451,188.84834,8.7,62.51186,TAM1,SK14 8LZ
03-03-2020 15:00,85.1296,186.74418,13.8,56.21395,TAM1,SK14 8LZ
03-03-2020 16:00,61.53947,137.29643,17.2,42.93723,TAM1,SK14 8LZ
03-03-2020 17:00,57.43684,135.19227,18.9,47.12368,TAM1,SK14 8LZ
03-03-2020 18:00,58.80438,146.76515,24.5,56.59969,TAM1,SK14 8LZ
03-03-2020 19:00,72.13793,177.27546,19.6,66.66551,TAM1,SK14 8LZ
03-03-2020 20:00,59.14627,162.54635,21.3,71.85667,TAM1,SK14 8LZ
03-03-2020 21:00,73.84736,200.42122,24,87.19018,TAM1,SK14 8LZ
03-03-2020 22:00,41.3682,128.87979,18.4,65.44944,TAM1,SK14 8LZ
03-03-2020 23:00,38.975,126.77563,17.4,67.0148,TAM1,SK14 8LZ
04-03-2020 00:00,37.26557,117.30691,21.7,60.16717,TAM1,SK14 8LZ
04-03-2020 01:00,21.84778,72.13012,16.4,38.63066,TAM1,SK14 8LZ
04-03-2020 02:00,15.93067,52.52193,13.8,28.09524,TAM1,SK14 8LZ
04-03-2020 03:00,20.48229,61.45066,11.4,30.04491,TAM1,SK14 8LZ
04-03-2020 04:00,38.57499,97.16557,13,38.01809,TAM1,SK14 8LZ
04-03-2020 05:00,48.81613,125.52741,18.2,50.67705,TAM1,SK14 8LZ
04-03-2020 06:00,137.23136,269.96272,17.9,59.54423,TAM1,SK14 8LZ
04-03-2020 07:00,95.24266,200.10855,19.7,54.07184,TAM1,SK14 8LZ
04-03-2020 08:00,101.72872,203.78509,18,47.80322,TAM1,SK14 8LZ
04-03-2020 09:00,139.62096,282.04276,23.8,67.96027,TAM1,SK14 8LZ
04-03-2020 10:00,111.96987,238.44956,24.8,66.76482,TAM1,SK14 8LZ
04-03-2020 11:00,210.28487,405.4693,47.6,83.03699,TAM1,SK14 8LZ
04-03-2020 12:00,109.58027,220.59211,44.4,52.57137,TAM1,SK14 8LZ
04-03-2020 13:00,123.91787,240.02522,21,50.02046,TAM1,SK14 8LZ
04-03-2020 14:00,281.63153,524.16886,21.8,92.33987,TAM1,SK14 8LZ
04-03-2020 15:00,165.90657,326.6864,55.4,72.29987,TAM1,SK14 8LZ
04-03-2020 16:00,117.09044,243.70176,104.5,64.16558,TAM1,SK14 8LZ
04-03-2020 17:00,31.40618,79.83333,28.6,31.67786,TAM1,SK14 8LZ
04-03-2020 18:00,42.33007,101.36733,24.3,36.46212,TAM1,SK14 8LZ
04-03-2020 19:00,60.76414,155.99013,36.7,62.81976,TAM1,SK14 8LZ
04-03-2020 20:00,43.35419,120.27522,23.6,53.79973,TAM1,SK14 8LZ
04-03-2020 21:00,63.49511,159.14145,25.7,61.78364,TAM1,SK14 8LZ
04-03-2020 22:00,48.81613,128.67873,20.2,53.82837,TAM1,SK14 8LZ
04-03-2020 23:00,87.73249,201.68421,21.2,67.16294,TAM1,SK14 8LZ
05-03-2020 00:00,88.07386,199.58333,19.3,64.53863,TAM1,SK14 8LZ
05-03-2020 01:00,44.08419,114.6685,12.7,47.07368,TAM1,SK14 8LZ
05-03-2020 02:00,7.27162,35.65911,12.1,24.50945,TAM1,SK14 8LZ
05-03-2020 03:00,11.93,36.70791,14,18.41549,TAM1,SK14 8LZ
05-03-2020 04:00,26.246,63.97663,16.8,23.73333,TAM1,SK14 8LZ
05-03-2020 05:00,19.088,49.81787,18.6,20.55001,TAM1,SK14 8LZ
05-03-2020 06:00,69.19401,146.83162,19.4,40.73563,TAM1,SK14 8LZ
05-03-2020 07:00,111.46029,241.22338,27.9,70.31998,TAM1,SK14 8LZ
05-03-2020 08:00,182.69944,366.03025,34.3,85.89502,TAM1,SK14 8LZ
05-03-2020 09:00,179.29087,357.63988,33.3,82.73104,TAM1,SK14 8LZ
05-03-2020 10:00,169.06516,339.81032,29.9,80.5807,TAM1,SK14 8LZ
05-03-2020 11:00,91.34972,198.74709,56.3,58.67947,TAM1,SK14 8LZ
05-03-2020 12:00,94.07658,194.5519,84.1,50.30315,TAM1,SK14 8LZ
05-03-2020 13:00,91.69058,198.74709,61.7,58.15683,TAM1,SK14 8LZ
05-03-2020 14:00,79.41972,170.95396,47.2,49.17875,TAM1,SK14 8LZ
05-03-2020 15:00,70.89829,152.07561,35.1,43.36641,TAM1,SK14 8LZ
05-03-2020 16:00,65.78543,146.83162,32.5,45.96203,TAM1,SK14 8LZ
05-03-2020 17:00,74.30686,165.70997,34.9,51.77437,TAM1,SK14 8LZ
05-03-2020 18:00,78.39715,171.47836,43.4,51.27107,TAM1,SK14 8LZ
05-03-2020 19:00,119.64087,257.47973,47.2,74.03297,TAM1,SK14 8LZ
05-03-2020 20:00,92.03144,209.75946,42.6,68.64656,TAM1,SK14 8LZ
05-03-2020 21:00,73.62515,167.80757,29.8,54.91725,TAM1,SK14 8LZ
05-03-2020 22:00,37.49429,97.53815,25.8,40.04771,TAM1,SK14 8LZ
05-03-2020 23:00,58.96829,145.78282,24.7,55.36604,TAM1,SK14 8LZ
06-03-2020 00:00,31.35886,84.95258,16.1,36.86967,TAM1,SK14 8LZ
06-03-2020 01:00,31.31154,92.84783,16.1,44.83748,TAM1,SK14 8LZ
06-03-2020 02:00,16.33645,48.86728,11.2,23.8184,TAM1,SK14 8LZ
06-03-2020 03:00,7.1472,25.13174,8,14.17286,TAM1,SK14 8LZ
06-03-2020 04:00,25.52571,61.7822,8,22.64333,TAM1,SK14 8LZ
06-03-2020 05:00,22.80297,63.87652,14.6,28.91245,TAM1,SK14 8LZ
06-03-2020 06:00,157.91905,313.62322,13.9,71.48405,TAM1,SK14 8LZ
06-03-2020 07:00,101.42215,213.09624,14.2,57.58445,TAM1,SK14 8LZ
06-03-2020 08:00,42.54285,104.7156,11.9,39.48414,TAM1,SK14 8LZ
06-03-2020 09:00,71.13164,154.97908,19.5,45.91209,TAM1,SK14 8LZ
06-03-2020 10:00,92.91358,194.77101,26.6,52.30551,TAM1,SK14 8LZ
06-03-2020 11:00,90.87152,187.9645,42.8,48.63011,TAM1,SK14 8LZ
06-03-2020 12:00,107.20798,230.89789,73.5,66.51462,TAM1,SK14 8LZ
06-03-2020 13:00,90.87152,201.57753,46.6,62.24313,TAM1,SK14 8LZ
06-03-2020 14:00,70.7913,164.40349,37.5,55.85834,TAM1,SK14 8LZ
06-03-2020 15:00,123.20409,266.5012,37.6,77.5909,TAM1,SK14 8LZ
06-03-2020 16:00,144.64568,325.14193,47.4,103.35498,TAM1,SK14 8LZ
06-03-2020 17:00,143.965,330.90129,44.8,110.15804,TAM1,SK14 8LZ
06-03-2020 18:00,127.2882,291.63294,46.9,96.46042,TAM1,SK14 8LZ
06-03-2020 19:00,86.78741,223.5678,46,90.49563,TAM1,SK14 8LZ
06-03-2020 20:00,58.8793,168.59211,37.7,78.31178,TAM1,SK14 8LZ
06-03-2020 21:00,39.47976,134.55954,27.3,74.02475,TAM1,SK14 8LZ
06-03-2020 22:00,37.43771,120.94652,23.6,63.54283,TAM1,SK14 8LZ
06-03-2020 23:00,25.52571,86.91395,21,47.77507,TAM1,SK14 8LZ
07-03-2020 00:00,25.86605,78.01312,15,38.35239,TAM1,SK14 8LZ
07-03-2020 01:00,12.68693,47.39667,10.6,27.94365,TAM1,SK14 8LZ
07-03-2020 02:00,14.04624,52.97274,12.2,31.43547,TAM1,SK14 8LZ
07-03-2020 03:00,7.81605,30.84268,14.3,18.85824,TAM1,SK14 8LZ
07-03-2020 04:00,18.35073,50.1847,11,22.04731,TAM1,SK14 8LZ
07-03-2020 05:00,5.77708,18.29651,13.2,9.43844,TAM1,SK14 8LZ
07-03-2020 06:00,7.47623,21.43305,13,9.96967,TAM1,SK14 8LZ
07-03-2020 07:00,9.85502,28.2289,9.6,13.11807,TAM1,SK14 8LZ
07-03-2020 08:00,57.77083,131.21209,11.4,42.63139,TAM1,SK14 8LZ
