timestamp,NO₂ level  (µg/m³),NOx level  (µg/m³),PM₁₀ level  (µg/m³),NO level  (µg/m³),StationName,PostCodes
28-03-2020 10:00,8.14454,11.31355,14.5,2.06678,TRF2,M32 8WB
28-03-2020 11:00,7.14071,9.90639,15.5,1.80373,TRF2,M32 8WB
28-03-2020 12:00,7.19966,9.85011,14.5,1.72858,TRF2,M32 8WB
28-03-2020 13:00,8.24912,11.76384,8.7,2.29224,TRF2,M32 8WB
28-03-2020 14:00,9.21531,12.32671,5.8,2.0292,TRF2,M32 8WB
28-03-2020 15:00,7.42747,9.96268,15.5,1.65342,TRF2,M32 8WB
28-03-2020 16:00,8.00898,9.73754,21.3,1.12733,TRF2,M32 8WB
28-03-2020 17:00,7.38184,9.4561,16.4,1.3528,TRF2,M32 8WB
28-03-2020 18:00,6.88592,8.49924,12.6,1.05218,TRF2,M32 8WB
28-03-2020 19:00,7.1084,8.83695,12.6,1.12733,TRF2,M32 8WB
28-03-2020 20:00,5.82714,6.9795,14.5,0.75156,TRF2,M32 8WB
28-03-2020 21:00,5.82314,7.14837,16.4,0.86429,TRF2,M32 8WB
28-03-2020 22:00,5.87277,7.48608,17.4,1.05218,TRF2,M32 8WB
28-03-2020 23:00,4.63979,6.02264,12.6,0.90187,TRF2,M32 8WB
29-03-2020 00:00,3.78751,5.51606,11.6,1.12733,TRF2,M32 8WB
29-03-2020 01:00,2.23312,3.15612,16.4,0.60197,TRF2,M32 8WB
29-03-2020 02:00,1.54086,3.15612,19.3,1.05345,TRF2,M32 8WB
29-03-2020 03:00,1.16627,1.91622,14.5,0.4891,TRF2,M32 8WB
29-03-2020 04:00,1.50842,2.0853,11.6,0.37623,TRF2,M32 8WB
29-03-2020 05:00,1.66819,2.64889,8.7,0.63959,TRF2,M32 8WB
29-03-2020 06:00,2.01432,2.64889,8.7,0.41386,TRF2,M32 8WB
29-03-2020 07:00,3.18591,4.33967,12.6,0.75246,TRF2,M32 8WB
29-03-2020 08:00,2.61301,4.17059,14.5,1.01583,TRF2,M32 8WB
29-03-2020 09:00,3.11759,4.79055,13.5,1.09107,TRF2,M32 8WB
29-03-2020 10:00,4.67572,7.214,14.5,1.65542,TRF2,M32 8WB
29-03-2020 11:00,6.59061,9.18658,12.6,1.69304,TRF2,M32 8WB
29-03-2020 12:00,6.15435,8.11575,20.3,1.27919,TRF2,M32 8WB
29-03-2020 13:00,6.87108,9.52473,9.7,1.73067,TRF2,M32 8WB
29-03-2020 14:00,6.66292,8.56662,11.6,1.24157,TRF2,M32 8WB
29-03-2020 15:00,7.22252,9.29929,16.4,1.35443,TRF2,M32 8WB
29-03-2020 16:00,5.41903,7.49579,9.7,1.35443,TRF2,M32 8WB
29-03-2020 17:00,5.88319,7.38308,7.7,0.9782,TRF2,M32 8WB
29-03-2020 18:00,5.49531,6.70676,8.7,0.79009,TRF2,M32 8WB
29-03-2020 19:00,6.34735,7.27036,14.5,0.60197,TRF2,M32 8WB
29-03-2020 20:00,7.47188,8.51026,12.6,0.67722,TRF2,M32 8WB
29-03-2020 21:00,11.64114,12.73721,11.6,0.71484,TRF2,M32 8WB
29-03-2020 22:00,27.60789,32.8575,16.4,3.42371,TRF2,M32 8WB
29-03-2020 23:00,26.97731,32.68843,19.3,3.72469,TRF2,M32 8WB
30-03-2020 00:00,14.06061,15.32974,11.6,0.82771,TRF2,M32 8WB
30-03-2020 01:00,12.74363,14.8229,13.5,1.35607,TRF2,M32 8WB
30-03-2020 02:00,13.23245,14.50312,15.5,0.82871,TRF2,M32 8WB
30-03-2020 03:00,21.84959,28.78051,12.6,4.52023,TRF2,M32 8WB
30-03-2020 04:00,24.29419,32.90007,15.5,5.61261,TRF2,M32 8WB
30-03-2020 05:00,30.6315,45.87952,18.4,9.9445,TRF2,M32 8WB
30-03-2020 06:00,46.70808,91.75904,26.1,29.38147,TRF2,M32 8WB
30-03-2020 07:00,51.9673,135.88916,30,54.73241,TRF2,M32 8WB
30-03-2020 08:00,53.55567,159.25216,36.7,68.93345,TRF2,M32 8WB
30-03-2020 09:00,37.26322,80.75473,24.2,28.36442,TRF2,M32 8WB
30-03-2020 10:00,17.01629,23.08084,7.7,3.9552,TRF2,M32 8WB
30-03-2020 11:00,14.91902,21.38787,9.7,4.21888,TRF2,M32 8WB
30-03-2020 12:00,12.50093,16.13966,12.6,2.37312,TRF2,M32 8WB
30-03-2020 13:00,10.11144,12.13296,11.6,1.3184,TRF2,M32 8WB
30-03-2020 14:00,12.18089,15.01101,14.5,1.84576,TRF2,M32 8WB
30-03-2020 15:00,11.62982,13.88237,16.4,1.46907,TRF2,M32 8WB
30-03-2020 16:00,9.77285,11.79437,8.7,1.3184,TRF2,M32 8WB
30-03-2020 17:00,8.08385,9.9321,9.7,1.20539,TRF2,M32 8WB
30-03-2020 18:00,11.5143,13.88237,7.7,1.54441,TRF2,M32 8WB
30-03-2020 19:00,8.88186,10.38356,8.7,0.97938,TRF2,M32 8WB
30-03-2020 20:00,9.72039,11.56864,7.7,1.20539,TRF2,M32 8WB
30-03-2020 21:00,9.72437,11.39934,10.6,1.09239,TRF2,M32 8WB
30-03-2020 22:00,9.3871,11.00431,12.6,1.05472,TRF2,M32 8WB
30-03-2020 23:00,7.35686,8.91632,8.7,1.01705,TRF2,M32 8WB
31-03-2020 00:00,7.30573,8.63415,12.6,0.86638,TRF2,M32 8WB
31-03-2020 01:00,8.33284,9.64359,11.6,0.85485,TRF2,M32 8WB
31-03-2020 02:00,6.92241,8.13678,7.7,0.79199,TRF2,M32 8WB
31-03-2020 03:00,9.0749,10.05796,9.7,0.64114,TRF2,M32 8WB
31-03-2020 04:00,9.29299,10.62302,6.8,0.86742,TRF2,M32 8WB
31-03-2020 05:00,8.83698,10.34049,4.8,0.98056,TRF2,M32 8WB
31-03-2020 06:00,14.68446,17.46017,5.8,1.81027,TRF2,M32 8WB
31-03-2020 07:00,15.23233,18.75979,4.8,2.30055,TRF2,M32 8WB
31-03-2020 08:00,18.62794,21.9241,4.8,2.1497,TRF2,M32 8WB
31-03-2020 09:00,13.36369,17.06463,3.9,2.41369,TRF2,M32 8WB
31-03-2020 10:00,15.10214,19.38135,null,2.79083,TRF2,M32 8WB
31-03-2020 11:00,10.58964,14.52189,15.5,2.56455,TRF2,M32 8WB
31-03-2020 12:00,13.5669,20.73748,19.3,4.67653,TRF2,M32 8WB
31-03-2020 13:00,18.70889,25.87947,19.3,4.67653,TRF2,M32 8WB
31-03-2020 14:00,17.03753,23.16721,16.4,3.99768,TRF2,M32 8WB
31-03-2020 15:00,17.54673,28.59173,17.4,7.20337,TRF2,M32 8WB
31-03-2020 16:00,20.38654,30.79544,14.5,6.78851,TRF2,M32 8WB
31-03-2020 17:00,21.80479,29.49582,13.5,5.01596,TRF2,M32 8WB
31-03-2020 18:00,25.30681,33.05566,14.5,5.05367,TRF2,M32 8WB
31-03-2020 19:00,18.85793,21.9806,13.5,2.03655,TRF2,M32 8WB
31-03-2020 20:00,18.90254,22.54565,12.6,2.37598,TRF2,M32 8WB
31-03-2020 21:00,23.14044,26.78356,12.6,2.37598,TRF2,M32 8WB
31-03-2020 22:00,16.04323,18.70329,11.6,1.73484,TRF2,M32 8WB
31-03-2020 23:00,15.59516,18.08173,9.7,1.6217,TRF2,M32 8WB
